gene_id	gene_name	SRR3214253	SRR3214254	SRR3214255	SRR3214277	SRR3214278	SRR3214279	SRR3214301	SRR3214302	SRR3214303	SRR3214325	SRR3214326	SRR3214327
12748	ENSG00000170175.11	CHRNB1	15	1	10	33	8	32	87	35	77	13	19	7
12749	ENSG00000170178.7	HOXD12	0	0	0	0	0	0	0	0	0	0	0	0
12750	ENSG00000170180.22	GYPA	17	10	13	19	5	15	70	12	33	12	27	9
12751	ENSG00000170185.10	USP38	79	5	74	496	69	478	156	36	109	55	30	63
12752	ENSG00000170190.16	SLC16A5	8	0	15	5	0	6	54	17	46	14	51	20
12753	ENSG00000170191.5	NANP	92	3	77	87	22	75	56	13	35	63	41	48
12754	ENSG00000170209.5	ANKK1	0	0	0	0	9	0	0	0	0	0	0	0
12755	ENSG00000170214.5	ADRA1B	0	0	0	0	0	0	0	15	0	0	0	0
12756	ENSG00000170222.12	ADPRM	25	3	27	16	0	17	8	7	9	20	29	14
12757	ENSG00000170231.16	FABP6	0	1	0	0	0	0	0	0	0	0	0	0
12758	ENSG00000170234.13	PWWP2A	171	16	155	176	33	125	190	78	113	141	172	154
12759	ENSG00000170236.16	USP50	0	0	0	1	0	5	0	10	0	0	6	0
12760	ENSG00000170242.19	USP47	252	19	227	648	141	592	593	181	417	231	290	247
12761	ENSG00000170248.15	PDCD6IP	655	114	679	2056	487	1949	1616	526	1221	576	1326	616
12762	ENSG00000170255.7	MRGPRX1	0	0	0	0	0	0	0	0	0	0	0	0
12763	ENSG00000170260.9	ZNF212	88	6	68	114	26	101	60	24	38	38	57	49
12764	ENSG00000170262.12	MRAP	0	1	0	0	0	0	0	0	0	0	0	1
12765	ENSG00000170264.13	FAM161A	42	4	46	9	14	12	34	42	27	39	40	40
12766	ENSG00000170265.12	ZNF282	204	13	204	192	31	154	187	78	141	70	252	77
12767	ENSG00000170266.16	GLB1	226	33	240	558	144	551	608	107	466	182	857	178
12768	ENSG00000170270.5	GON7	113	4	98	150	20	163	18	10	23	63	17	59
12769	ENSG00000170271.11	FAXDC2	6	26	11	523	110	519	232	43	171	17	40	23
12770	ENSG00000170275.15	CRTAP	413	32	346	374	60	333	488	66	377	326	499	320
12771	ENSG00000170276.6	HSPB2	0	0	0	0	0	1	0	0	0	0	0	0
12772	ENSG00000170279.3	C7orf33	0	0	0	0	0	0	0	0	0	0	0	0
12773	ENSG00000170289.12	CNGB3	0	0	0	0	0	0	0	0	0	0	0	0
12774	ENSG00000170290.4	SLN	0	0	0	0	0	0	0	0	0	0	0	0
12775	ENSG00000170291.15	ELP5	135	22	142	131	34	129	128	80	106	59	132	82
12776	ENSG00000170293.9	CMTM8	2	0	1	1	0	3	2	1	0	3	6	1
12777	ENSG00000170296.10	GABARAP	77	40	99	184	193	196	109	15	92	79	134	85
12778	ENSG00000170298.15	LGALS9B	0	0	0	1	0	0	17	0	14	0	11	0
12779	ENSG00000170310.15	STX8	116	25	135	113	42	111	297	80	203	77	168	100
12780	ENSG00000170312.16	CDK1	235	15	220	36	14	24	51	17	32	144	88	169
12781	ENSG00000170315.14	UBB	1214	559	1200	1017	177	994	2052	843	1655	503	1310	572
12782	ENSG00000170322.14	NFRKB	235	36	227	396	83	389	297	82	224	120	335	129
12783	ENSG00000170323.9	FABP4	0	0	0	39	0	22	0	0	0	0	0	0
12784	ENSG00000170324.21	FRMPD2	0	0	0	0	0	0	1	0	2	0	0	0
12785	ENSG00000170325.14	PRDM10	150	21	127	335	87	321	183	54	154	90	183	82
12786	ENSG00000170340.11	B3GNT2	87	10	86	408	38	324	206	32	148	104	98	120
12787	ENSG00000170345.10	FOS	23	0	23	269	58	231	369	155	278	144	459	154
12788	ENSG00000170348.9	TMED10	611	32	633	1908	243	1768	596	108	477	492	322	531
12789	ENSG00000170356.9	OR2A20P	0	0	2	0	0	0	0	2	0	0	1	0
12790	ENSG00000170364.12	SETMAR	63	20	53	179	50	148	19	21	12	31	58	39
12791	ENSG00000170365.10	SMAD1	60	7	56	142	110	140	64	20	28	22	57	24
12792	ENSG00000170367.5	CST5	0	0	0	0	0	0	0	0	0	0	0	0
12793	ENSG00000170369.4	CST2	0	0	0	0	0	0	0	0	0	0	0	0
12794	ENSG00000170370.12	EMX2	0	0	0	0	4	0	2	0	0	0	1	0
12795	ENSG00000170373.8	CST1	0	0	0	0	0	0	0	0	0	0	0	0
12796	ENSG00000170374.6	SP7	0	0	1	24	0	23	0	0	0	0	2	0
12797	ENSG00000170379.20	TCAF2	21	10	9	25	25	16	40	18	35	3	30	9
12798	ENSG00000170381.14	SEMA3E	2	2	1	0	4	0	1	16	1	1	1	1
12799	ENSG00000170382.12	LRRN2	3	1	4	6	4	10	0	1	3	2	4	9
12800	ENSG00000170385.10	SLC30A1	81	1	77	1465	199	1312	405	49	283	64	71	105
12801	ENSG00000170390.16	DCLK2	0	0	0	1	8	0	7	1	5	0	0	0
12802	ENSG00000170396.8	ZNF804A	37	4	22	514	327	534	54	40	38	32	52	32
12803	ENSG00000170409.7	AC091390.1	0	0	0	5	0	1	0	0	0	0	0	0
12804	ENSG00000170412.18	GPRC5C	15	6	19	40	4	34	60	23	60	1	28	9
12805	ENSG00000170417.16	TMEM182	45	0	45	48	10	27	64	33	60	39	23	26
12806	ENSG00000170419.10	VSTM2A	0	4	0	0	0	0	0	0	0	0	0	0
12807	ENSG00000170421.12	KRT8	2	7	4	6	4	7	11	45	13	6	10	4
12808	ENSG00000170423.13	KRT78	0	0	0	136	22	147	0	0	0	0	0	1
12809	ENSG00000170425.3	ADORA2B	25	0	21	11	3	14	12	3	8	19	7	15
12810	ENSG00000170426.2	SDR9C7	0	0	0	0	0	0	0	0	0	0	0	0
12811	ENSG00000170430.10	MGMT	68	4	52	63	6	70	51	20	35	46	57	52
12812	ENSG00000170439.7	METTL7B	9	0	7	595	154	582	1	1	1	2	4	4
12813	ENSG00000170442.12	KRT86	0	0	0	0	0	0	0	2	0	0	0	0
12814	ENSG00000170445.15	HARS1	360	119	417	740	215	694	445	287	338	191	400	244
12815	ENSG00000170448.12	NFXL1	90	7	101	118	8	92	709	30	511	120	89	85
12816	ENSG00000170454.6	KRT75	0	0	0	0	0	0	0	0	0	0	0	0
12817	ENSG00000170456.16	DENND5B	28	12	39	422	97	411	56	12	31	22	30	31
12818	ENSG00000170458.14	CD14	57	9	61	283	115	274	216	106	162	2231	6034	2459
12819	ENSG00000170464.10	DNAJC18	13	5	19	31	10	36	62	9	63	4	25	4
12820	ENSG00000170465.10	KRT6C	0	0	0	0	0	0	0	0	0	0	0	0
12821	ENSG00000170468.8	RIOX1	55	0	77	64	19	79	29	20	23	41	92	44
12822	ENSG00000170469.10	SPATA24	8	0	4	0	0	0	0	0	0	2	4	3
12823	ENSG00000170471.15	RALGAPB	267	23	287	1004	213	885	612	208	504	214	556	235
12824	ENSG00000170473.17	PYM1	59	3	68	223	36	189	32	28	14	31	56	43
12825	ENSG00000170476.16	MZB1	45	4	58	2	0	1	2	3	4	48	58	43
12826	ENSG00000170477.13	KRT4	0	0	0	7	0	6	0	0	0	0	0	0
12827	ENSG00000170482.17	SLC23A1	0	0	0	0	0	0	0	3	0	1	4	1
12828	ENSG00000170484.10	KRT74	0	3	0	0	0	0	0	0	0	0	0	0
12829	ENSG00000170485.17	NPAS2	4	8	1	96	22	74	18	2	13	5	8	0
12830	ENSG00000170486.11	KRT72	0	0	0	0	0	0	0	0	0	0	0	0
12831	ENSG00000170498.9	KISS1	0	0	0	0	0	0	0	1	0	0	0	0
12832	ENSG00000170500.13	LONRF2	24	13	11	5727	1075	5038	23	42	19	11	36	15
12833	ENSG00000170502.13	NUDT9	116	15	113	202	37	172	120	43	73	106	82	103
12834	ENSG00000170509.12	HSD17B13	47	42	29	64	74	42	115	66	94	32	143	61
12835	ENSG00000170515.14	PA2G4	3389	649	3168	1209	276	1128	735	371	625	1412	1839	1614
12836	ENSG00000170516.17	COX7B2	0	0	0	0	0	0	0	0	0	0	0	0
12837	ENSG00000170522.9	ELOVL6	24	16	31	62	9	56	8	10	10	10	9	7
12838	ENSG00000170523.3	KRT83	0	0	0	0	0	0	0	0	0	0	0	0
12839	ENSG00000170525.21	PFKFB3	132	2	121	199	59	208	364	619	238	153	311	157
12840	ENSG00000170537.13	TMC7	15	2	10	6	6	10	35	19	26	9	14	6
12841	ENSG00000170540.15	ARL6IP1	1045	73	996	1897	404	1761	1032	297	721	943	2033	1047
12842	ENSG00000170542.6	SERPINB9	20	32	21	9	28	11	134	243	76	21	21	17
12843	ENSG00000170545.17	SMAGP	1	4	2	3	1	1	15	17	19	10	10	4
12844	ENSG00000170549.4	IRX1	0	0	0	0	0	0	0	0	0	0	0	0
12845	ENSG00000170558.9	CDH2	0	10	0	0	1	0	0	0	0	0	1	0
12846	ENSG00000170561.13	IRX2	0	0	0	0	0	0	5	2	2	0	0	0
12847	ENSG00000170571.12	EMB	826	52	799	442	94	403	762	95	574	770	1118	864
12848	ENSG00000170577.8	SIX2	0	1	0	0	9	0	3	1	5	0	0	0
12849	ENSG00000170579.17	DLGAP1	0	1	0	7	1	5	0	3	0	0	0	0
12850	ENSG00000170581.14	STAT2	192	59	187	786	216	698	977	322	760	275	395	276
12851	ENSG00000170584.11	NUDCD2	207	19	170	159	58	155	123	52	98	131	98	107
12852	ENSG00000170604.5	IRF2BP1	84	27	76	68	23	64	91	85	94	96	437	84
12853	ENSG00000170605.6	OR9K2	0	0	0	0	0	0	0	0	0	0	0	0
12854	ENSG00000170606.15	HSPA4	364	99	319	902	212	801	286	94	214	213	198	233
12855	ENSG00000170608.3	FOXA3	0	0	0	0	0	0	0	0	0	0	0	0
12856	ENSG00000170613.4	FAM71B	0	4	0	0	0	1	0	0	0	0	0	0
12857	ENSG00000170615.15	SLC26A5	0	0	0	0	0	0	0	2	0	0	0	0
12858	ENSG00000170619.10	COMMD5	43	8	37	183	28	175	74	31	77	45	61	37
12859	ENSG00000170624.13	SGCD	0	0	0	0	0	0	5	0	4	1	0	0
12860	ENSG00000170627.11	GTSF1	286	34	278	283	44	224	149	45	95	159	122	186
12861	ENSG00000170629.14	DPY19L2P2	103	23	99	23	34	23	55	59	41	44	79	49
12862	ENSG00000170631.15	ZNF16	49	5	35	85	19	59	76	25	55	26	40	28
12863	ENSG00000170632.14	ARMC10	285	26	255	312	65	279	254	196	172	181	115	186
12864	ENSG00000170633.16	RNF34	265	33	256	414	99	425	292	106	249	208	556	205
12865	ENSG00000170634.13	ACYP2	25	4	19	85	43	77	29	35	29	19	19	26
12866	ENSG00000170638.9	TRABD	291	81	273	625	120	538	686	287	481	338	1597	332
12867	ENSG00000170653.19	ATF7	342	15	318	686	161	765	643	145	541	195	321	224
12868	ENSG00000170667.14	RASA4B	44	3	26	201	15	135	70	83	72	72	572	94
12869	ENSG00000170677.6	SOCS6	29	6	34	225	32	195	95	30	76	46	75	48
12870	ENSG00000170681.7	CAVIN4	1	0	7	4	2	2	1	0	0	0	0	0
12871	ENSG00000170683.6	OR10A3	16	14	10	18	32	18	69	17	42	4	41	5
12872	ENSG00000170684.9	ZNF296	34	19	38	11	0	7	49	13	25	28	104	33
12873	ENSG00000170688.4	OR5E1P	0	0	0	0	0	0	0	0	0	0	0	0
12874	ENSG00000170689.10	HOXB9	0	0	0	0	0	0	0	4	0	0	0	0
12875	ENSG00000170703.15	TTLL6	0	0	0	0	17	0	5	2	1	1	0	1
12876	ENSG00000170734.12	POLH	173	47	158	133	47	119	258	203	193	142	199	131
12877	ENSG00000170743.17	SYT9	0	0	0	0	0	0	0	0	0	0	0	0
12878	ENSG00000170745.12	KCNS3	0	0	0	0	0	0	0	0	0	0	0	0
12879	ENSG00000170748.7	RBMXL2	0	0	0	0	0	0	0	0	0	0	0	0
12880	ENSG00000170759.11	KIF5B	1093	127	1041	3090	1001	2684	2657	925	2012	873	1638	875
12881	ENSG00000170775.3	GPR37	0	0	0	0	0	0	0	0	0	0	0	0
12882	ENSG00000170776.22	AKAP13	502	78	470	3528	605	3024	1542	154	1129	696	1122	728
12883	ENSG00000170777.10	TPD52L3	0	0	0	0	3	0	0	0	0	0	0	0
12884	ENSG00000170779.11	CDCA4	152	18	128	43	4	40	27	75	21	71	107	88
12885	ENSG00000170782.3	OR10A4	0	0	0	0	0	0	0	2	0	0	0	0
12886	ENSG00000170786.12	SDR16C5	0	0	0	1	0	0	0	0	0	0	0	0
12887	ENSG00000170788.14	DYDC1	3	10	0	16	36	14	105	22	82	6	15	3
12888	ENSG00000170790.5	OR10A2	21	37	18	17	50	25	95	43	60	31	69	35
12889	ENSG00000170791.18	CHCHD7	319	32	254	196	37	162	222	103	202	233	302	220
12890	ENSG00000170801.10	HTRA3	0	0	0	70	10	56	0	0	0	1	1	0
12891	ENSG00000170802.16	FOXN2	170	3	176	290	71	295	261	57	181	190	78	166
12892	ENSG00000170807.12	LMOD2	0	1	0	0	0	0	0	0	0	0	0	0
12893	ENSG00000170819.5	BFSP2	0	0	0	0	0	0	0	0	0	0	0	0
12894	ENSG00000170820.12	FSHR	0	0	0	0	0	0	0	0	0	0	0	0
12895	ENSG00000170827.9	CELP	7	3	3	7	24	5	21	9	14	6	23	6
12896	ENSG00000170832.13	USP32	270	20	303	1102	213	1049	763	110	572	255	378	250
12897	ENSG00000170835.16	CEL	29	0	21	5	3	7	22	12	7	18	92	30
12898	ENSG00000170836.12	PPM1D	82	5	68	198	51	193	215	75	183	66	81	80
12899	ENSG00000170837.3	GPR27	62	2	62	9	1	3	149	33	102	95	135	108
12900	ENSG00000170846.17	AC093323.1	104	4	88	377	38	286	42	15	46	68	79	76
12901	ENSG00000170848.16	PSG6	2	0	0	0	3	0	1	3	1	0	0	0
12902	ENSG00000170852.11	KBTBD2	172	68	162	555	134	452	591	171	432	184	337	206
12903	ENSG00000170854.18	RIOX2	175	17	151	212	39	168	116	8	94	114	127	115
12904	ENSG00000170855.4	TRIAP1	105	17	107	222	24	183	80	55	68	164	61	163
12905	ENSG00000170858.10	LILRP2	0	0	0	0	0	0	0	3	0	0	2	0
12906	ENSG00000170860.4	LSM3	513	29	457	531	79	550	199	63	167	387	102	417
12907	ENSG00000170871.12	KIAA0232	156	19	140	587	148	539	467	209	361	221	328	249
12908	ENSG00000170873.18	MTSS1	12	32	20	431	111	446	158	57	134	49	136	48
12909	ENSG00000170876.8	TMEM43	335	35	311	2518	507	2303	441	216	338	168	467	187
12910	ENSG00000170881.5	RNF139	99	4	73	307	68	269	205	58	201	107	92	95
12911	ENSG00000170889.14	RPS9	3095	176	2931	1943	156	1960	7223	3217	5702	2583	1875	2830
12912	ENSG00000170890.14	PLA2G1B	0	0	0	0	0	0	0	0	0	0	0	0
12913	ENSG00000170891.11	CYTL1	1	0	3	0	0	0	0	1	0	0	0	0
12914	ENSG00000170892.12	TSEN34	38	0	42	39	1	33	189	45	109	53	61	48
12915	ENSG00000170893.4	TRH	0	0	0	0	0	0	0	0	0	0	0	0
12916	ENSG00000170899.11	GSTA4	5	0	4	0	0	0	0	1	0	1	0	1
12917	ENSG00000170903.11	MSANTD4	86	3	76	134	41	126	67	24	77	78	57	74
12918	ENSG00000170906.16	NDUFA3	749	144	703	1871	364	1821	1203	594	872	517	1222	513
12919	ENSG00000170909.13	OSCAR	46	8	57	107	11	74	140	128	129	212	946	192
12920	ENSG00000170915.9	PAQR8	27	10	29	8	21	5	54	4	39	11	11	24
12921	ENSG00000170917.14	NUDT6	55	7	63	79	19	66	56	9	42	46	39	39
12922	ENSG00000170919.16	TPT1-AS1	155	64	174	275	163	235	836	228	685	188	459	176
12923	ENSG00000170920.2	OR7G3	0	0	0	0	0	0	0	0	0	0	0	0
12924	ENSG00000170921.15	TANC2	176	14	139	243	71	212	385	48	293	199	468	196
12925	ENSG00000170923.3	OR7G2	17	9	8	7	29	10	18	12	26	9	16	8
12926	ENSG00000170925.3	TEX13B	0	2	0	0	0	0	0	0	0	0	0	0
12927	ENSG00000170927.15	PKHD1	0	2	0	0	0	0	0	0	0	0	0	0
12928	ENSG00000170929.6	OR1M1	4	7	6	18	11	8	26	15	19	11	16	12
12929	ENSG00000170935.8	NCBP2L	0	0	0	0	0	0	0	0	0	0	0	0
12930	ENSG00000170946.15	DNAJC24	89	10	91	152	26	143	133	31	100	65	71	75
12931	ENSG00000170948.3	MBD3L1	0	0	0	1	0	0	0	2	0	1	2	0
12932	ENSG00000170949.17	ZNF160	161	13	161	357	49	308	495	125	413	99	119	107
12933	ENSG00000170950.6	PGK2	0	0	0	0	0	0	0	0	0	0	0	0
12934	ENSG00000170953.3	OR8B12	0	0	0	0	0	0	0	0	0	0	0	0
12935	ENSG00000170954.11	ZNF415	1	0	3	1	4	0	4	1	3	1	0	1
12936	ENSG00000170955.10	CAVIN3	0	0	0	0	0	0	0	0	0	0	0	0
12937	ENSG00000170956.17	CEACAM3	13	4	13	1	0	1	124	53	95	27	170	31
12938	ENSG00000170959.14	DCDC1	6	4	9	17	14	4	11	8	13	5	3	2
12939	ENSG00000170961.7	HAS2	0	0	0	0	4	0	0	0	0	0	0	0
12940	ENSG00000170962.13	PDGFD	0	0	0	0	0	0	0	0	0	0	0	0
12941	ENSG00000170965.10	PLAC1	0	0	1	0	0	0	0	0	0	1	0	1
12942	ENSG00000170967.5	DDI1	0	0	0	0	0	0	0	0	0	0	0	0
12943	ENSG00000170983.4	LINC00208	0	0	0	0	0	0	0	0	0	0	0	0
12944	ENSG00000170989.10	S1PR1	0	0	0	3	0	2	2	8	1	5	3	0
12945	ENSG00000171004.18	HS6ST2	0	0	0	0	0	0	0	0	0	0	0	0
12946	ENSG00000171014.2	OR4D5	0	0	0	0	0	0	0	0	0	0	0	0
12947	ENSG00000171016.12	PYGO1	10	3	6	11	1	6	25	5	8	24	18	8
12948	ENSG00000171017.11	LRRC8E	2	2	3	1	4	0	4	4	4	1	6	1
12949	ENSG00000171033.13	PKIA	0	2	0	0	0	0	0	0	0	0	0	0
12950	ENSG00000171044.11	XKR6	1	3	1	1	2	0	0	0	0	0	0	0
12951	ENSG00000171045.16	TSNARE1	145	15	115	69	12	54	122	95	97	65	423	65
12952	ENSG00000171049.9	FPR2	38	3	44	13	5	12	362	285	282	255	176	289
12953	ENSG00000171051.8	FPR1	44	0	33	27	15	18	410	687	354	730	510	774
12954	ENSG00000171053.10	PATE1	0	2	0	0	0	0	0	2	0	0	0	0
12955	ENSG00000171054.8	OR13H1	0	0	0	0	0	0	0	0	0	0	0	0
12956	ENSG00000171055.15	FEZ2	129	11	138	321	162	301	190	68	122	139	243	144
12957	ENSG00000171056.8	SOX7	12	2	9	8	0	8	4	10	3	4	25	5
12958	ENSG00000171060.11	C8orf74	0	0	0	0	0	0	1	0	2	0	0	0
12959	ENSG00000171067.11	C11orf24	118	11	101	159	38	144	59	23	49	59	296	66
12960	ENSG00000171084.15	FAM86JP	3	6	5	1	0	0	11	2	13	3	8	6
12961	ENSG00000171094.18	ALK	0	1	0	0	0	0	0	3	0	0	0	1
12962	ENSG00000171097.14	KYAT1	13	0	18	0	0	4	9	3	7	7	27	11
12963	ENSG00000171100.15	MTM1	107	10	101	212	38	209	173	31	142	71	181	102
12964	ENSG00000171101.13	SIGLEC17P	6	0	5	57	13	64	99	12	57	14	38	14
12965	ENSG00000171102.14	OBP2B	0	0	0	0	0	0	0	0	0	0	0	0
12966	ENSG00000171103.11	TRMT61B	62	3	57	60	6	45	114	13	86	76	34	67
12967	ENSG00000171105.14	INSR	682	78	666	846	167	729	355	75	263	455	681	489
12968	ENSG00000171109.19	MFN1	294	357	238	889	568	786	1831	160	1313	353	428	361
12969	ENSG00000171115.4	GIMAP8	7	0	8	107	11	83	85	2	55	50	56	40
12970	ENSG00000171116.7	HSFX1	0	0	2	12	0	13	11	0	9	10	17	13
12971	ENSG00000171119.2	NRTN	0	0	0	0	0	0	0	0	0	0	1	0
12972	ENSG00000171121.16	KCNMB3	21	4	12	5	2	6	34	3	23	17	33	12
12973	ENSG00000171124.13	FUT3	0	1	0	0	0	0	0	0	0	0	0	0
12974	ENSG00000171126.8	KCNG3	0	0	0	0	0	0	0	0	0	0	0	0
12975	ENSG00000171130.18	ATP6V0E2	28	14	29	8	47	19	96	88	75	16	81	21
12976	ENSG00000171132.14	PRKCE	10	4	14	16	3	9	68	24	41	11	18	14
12977	ENSG00000171133.3	OR2K2	0	0	0	2	0	3	0	0	0	0	0	0
12978	ENSG00000171135.15	JAGN1	384	27	336	547	65	495	222	63	147	195	229	217
12979	ENSG00000171136.7	RLN3	0	0	0	0	0	0	0	0	0	0	0	0
12980	ENSG00000171148.13	TADA3	725	160	694	698	157	666	761	216	613	425	814	389
12981	ENSG00000171150.9	SOCS5	85	8	61	211	45	200	135	30	103	59	64	60
12982	ENSG00000171155.8	C1GALT1C1	95	4	84	228	88	191	144	11	128	111	102	138
12983	ENSG00000171159.5	C9orf16	145	21	146	374	52	325	412	474	309	129	448	164
12984	ENSG00000171160.18	MORN4	16	14	17	35	7	39	17	18	20	11	36	16
12985	ENSG00000171161.13	ZNF672	86	4	69	159	19	150	173	91	146	50	195	65
12986	ENSG00000171163.16	ZNF692	254	37	244	210	50	190	318	95	271	189	570	169
12987	ENSG00000171169.9	NAIF1	53	7	51	135	19	114	159	59	82	64	77	70
12988	ENSG00000171174.15	RBKS	17	1	20	49	3	51	13	1	12	15	8	7
12989	ENSG00000171180.2	OR2M4	15	4	9	11	0	9	3	10	5	9	19	10
12990	ENSG00000171189.17	GRIK1	0	0	0	0	0	0	0	0	0	0	0	0
12991	ENSG00000171195.11	MUC7	0	0	0	0	8	0	0	0	0	0	0	0
12992	ENSG00000171199.11	OPRPN	0	0	0	0	0	0	0	0	0	0	0	0
12993	ENSG00000171201.11	SMR3B	0	0	0	0	0	0	0	0	0	0	0	0
12994	ENSG00000171202.7	TMEM126A	67	0	75	79	7	74	67	27	64	67	8	69
12995	ENSG00000171204.13	TMEM126B	153	10	141	338	35	275	77	12	50	76	70	102
12996	ENSG00000171206.14	TRIM8	225	33	222	1146	228	1030	1199	724	953	298	667	319
12997	ENSG00000171208.10	NETO2	242	64	192	328	123	321	331	147	257	144	270	162
12998	ENSG00000171209.3	CSN3	0	0	0	0	0	0	0	0	0	0	0	0
12999	ENSG00000171217.5	CLDN20	0	0	0	0	0	0	0	0	0	0	0	0
13000	ENSG00000171219.9	CDC42BPG	19	42	22	15	79	24	170	43	112	21	49	12
13001	ENSG00000171222.10	SCAND1	156	34	147	307	62	294	249	181	184	101	522	106
13002	ENSG00000171223.6	JUNB	187	36	161	2166	644	2064	767	1423	569	296	1469	334
13003	ENSG00000171224.9	FAM241B	0	0	0	0	0	0	0	1	0	0	0	0
13004	ENSG00000171227.7	TMEM37	0	0	1	0	0	0	0	0	0	16	27	23
13005	ENSG00000171234.14	UGT2B7	0	0	0	0	0	0	0	0	0	0	0	0
13006	ENSG00000171236.10	LRG1	126	6	105	241	31	224	2014	824	1494	126	189	132
13007	ENSG00000171241.9	SHCBP1	182	24	177	98	24	77	119	32	94	117	147	103
13008	ENSG00000171243.8	SOSTDC1	0	0	0	0	0	0	0	0	0	0	0	0
13009	ENSG00000171246.6	NPTX1	1	2	0	2	0	3	37	3	43	0	1	0
13010	ENSG00000171262.11	FAM98B	265	12	240	179	18	194	159	25	103	166	144	156
13011	ENSG00000171291.8	ZNF439	53	4	49	83	25	49	53	17	44	47	135	58
13012	ENSG00000171295.13	ZNF440	110	37	71	112	42	106	216	73	198	102	141	95
13013	ENSG00000171298.13	GAA	23	0	18	134	26	140	590	204	432	55	285	65
13014	ENSG00000171302.17	CANT1	219	21	195	346	61	321	343	173	277	119	377	119
13015	ENSG00000171303.7	KCNK3	3	0	5	4	3	4	7	14	0	3	7	4
13016	ENSG00000171307.19	ZDHHC16	217	24	207	316	140	299	198	106	196	209	499	255
13017	ENSG00000171310.11	CHST11	367	56	329	3852	736	3613	372	116	318	295	419	358
13018	ENSG00000171311.13	EXOSC1	257	27	236	318	41	262	273	89	210	178	156	208
13019	ENSG00000171314.9	PGAM1	1224	76	1127	4111	579	3894	1885	270	1277	659	990	688
13020	ENSG00000171316.12	CHD7	626	104	578	1832	513	1783	716	280	619	360	761	421
13021	ENSG00000171320.15	ESCO2	126	96	122	70	144	73	372	80	272	106	108	98
13022	ENSG00000171345.13	KRT19	0	0	2	0	0	0	0	0	1	0	0	0
13023	ENSG00000171346.16	KRT15	22	5	23	33	32	26	90	48	48	53	53	50
13024	ENSG00000171357.6	LURAP1	7	6	8	2	12	3	47	3	29	4	2	4
13025	ENSG00000171360.4	KRT38	0	0	0	0	0	0	0	0	0	0	0	0
13026	ENSG00000171365.17	CLCN5	58	19	83	95	21	98	85	30	88	80	202	82
13027	ENSG00000171368.12	TPPP	13	1	19	2	0	3	16	111	9	7	19	7
13028	ENSG00000171385.9	KCND3	1	7	0	0	5	1	0	1	0	0	1	0
13029	ENSG00000171388.12	APLN	11	0	11	0	0	0	3	0	4	2	2	1
13030	ENSG00000171396.12	KRTAP4-4	0	0	0	0	0	0	0	0	0	0	0	0
13031	ENSG00000171401.15	KRT13	0	0	0	0	0	0	0	0	0	0	0	0
13032	ENSG00000171402.15	XAGE3	0	0	0	0	0	0	0	0	0	0	0	0
13033	ENSG00000171403.10	KRT9	0	0	0	0	1	0	0	0	0	0	0	0
13034	ENSG00000171405.12	XAGE5	0	0	0	0	0	0	0	0	0	0	0	0
13035	ENSG00000171408.14	PDE7B	1	1	3	0	1	1	0	2	0	5	2	2
13036	ENSG00000171421.13	MRPL36	136	6	117	182	34	197	69	10	51	67	109	79
13037	ENSG00000171425.10	ZNF581	66	5	93	80	9	74	114	27	77	42	100	42
13038	ENSG00000171428.14	NAT1	13	0	22	84	20	90	24	12	15	24	19	11
13039	ENSG00000171431.4	KRT20	0	0	0	0	0	0	0	0	0	0	0	0
13040	ENSG00000171433.12	GLOD5	0	0	0	0	0	0	0	0	0	0	0	0
13041	ENSG00000171435.14	KSR2	0	0	0	0	0	1	3	0	2	3	0	0
13042	ENSG00000171443.7	ZNF524	44	6	37	49	0	73	55	34	43	57	156	55
13043	ENSG00000171444.18	MCC	0	6	0	5	0	4	9	9	5	1	3	1
13044	ENSG00000171446.7	KRT27	0	0	0	0	0	0	0	0	0	0	0	0
13045	ENSG00000171448.9	ZBTB26	40	10	35	154	15	117	101	32	64	30	49	44
13046	ENSG00000171450.6	CDK5R2	0	0	0	0	3	0	0	0	0	0	0	0
13047	ENSG00000171451.14	DSEL	2	2	0	10	3	10	36	32	19	6	8	17
13048	ENSG00000171453.20	POLR1C	209	41	188	223	63	204	150	57	115	126	165	133
13049	ENSG00000171456.20	ASXL1	628	36	608	748	116	705	658	278	520	406	712	427
13050	ENSG00000171459.4	OR1L6	0	0	0	0	0	0	0	1	0	0	0	0
13051	ENSG00000171462.15	DLK2	0	0	0	2	0	0	0	7	0	0	1	2
13052	ENSG00000171466.10	ZNF562	490	64	480	750	179	620	588	285	458	381	363	433
13053	ENSG00000171467.16	ZNF318	210	19	214	866	278	812	368	92	294	141	180	160
13054	ENSG00000171469.11	ZNF561	159	29	159	432	61	382	374	48	282	152	119	129
13055	ENSG00000171475.14	WIPF2	244	45	215	829	223	698	649	389	452	233	822	293
13056	ENSG00000171476.22	HOPX	19	22	19	56	51	46	128	45	71	35	38	27
13057	ENSG00000171478.7	SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0
13058	ENSG00000171481.4	OR1L3	0	0	0	0	0	0	0	0	0	0	0	0
13059	ENSG00000171483.13	SSX6P	0	0	0	0	0	0	0	0	0	0	0	0
13060	ENSG00000171487.15	NLRP5	2	0	4	0	0	0	0	0	0	1	3	0
13061	ENSG00000171488.15	LRRC8C	131	4	120	362	124	275	174	46	164	80	98	87
