Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of Wnt signaling pathway (GO:0030111)	1/111	0.5978266930138018	0.6534533478717705	0	0	1.1070145903479236	0.5695085025681027	CBFB
regulation of macroautophagy (GO:0016241)	1/112	0.601122687854131	0.6556535613521045	0	0	1.0969858747636525	0.5583177905275967	ATP6V1E2
Fc receptor signaling pathway (GO:0038093)	1/112	0.601122687854131	0.6556535613521045	0	0	1.0969858747636525	0.5583177905275967	PDPK1
negative regulation of programmed cell death (GO:0043069)	3/381	0.6032161079615191	0.657235460913297	0	0	0.9652281746031746	0.4879033045617395	BRAF;AATF;HSP90B1
activation of protein kinase activity (GO:0032147)	1/114	0.6076343511542085	0.6606407519995756	0	0	1.0774609417677263	0.5367716189371179	PDPK1
positive regulation of cellular component organization (GO:0051130)	1/114	0.6076343511542085	0.6606407519995756	0	0	1.0774609417677263	0.5367716189371179	CBLL1
calcium ion transport (GO:0006816)	1/115	0.6108504524766009	0.6610533576850008	0	0	1.0679553822828676	0.5263985275592996	TRPM7
cellular amide metabolic process (GO:0043603)	1/115	0.6108504524766009	0.6610533576850008	0	0	1.0679553822828676	0.5263985275592996	CPD
cellular response to lectin (GO:1990858)	1/115	0.6108504524766009	0.6610533576850008	0	0	1.0679553822828676	0.5263985275592996	PDPK1
stimulatory C-type lectin receptor signaling pathway (GO:0002223)	1/115	0.6108504524766009	0.6610533576850008	0	0	1.0679553822828676	0.5263985275592996	PDPK1
positive regulation of signal transduction (GO:0009967)	2/252	0.6112479677224323	0.6610533576850008	0	0	0.9732670807453416	0.4790932149688008	SNW1;PDCL
positive regulation of angiogenesis (GO:0045766)	1/116	0.6140403527395144	0.6633712901689046	0	0	1.0586151368760064	0.51628091952411	PDPK1
regulation of cellular response to stress (GO:0080135)	1/118	0.620342396817288	0.6680610427263101	0	0	1.0404136330062257	0.4967805514837574	CHORDC1
negative regulation of response to external stimulus (GO:0032102)	1/118	0.620342396817288	0.6680610427263101	0	0	1.0404136330062257	0.4967805514837574	CERS2
regulation of protein binding (GO:0043393)	1/118	0.620342396817288	0.6680610427263101	0	0	1.0404136330062257	0.4967805514837574	PRMT7
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	1/119	0.623454959838371	0.6706597041123786	0	0	1.0315442561205272	0.48738274493107003	PDPK1
positive regulation of cell differentiation (GO:0045597)	2/258	0.6240678851378396	0.6706597041123786	0	0	0.9501649844720497	0.4479991094721587	CARM1;DHX36
cytoskeleton organization (GO:0007010)	1/120	0.6265421601921661	0.6719056534274856	0	0	1.0228239443925717	0.478210301088813	RAC2
macroautophagy (GO:0016236)	1/120	0.6265421601921661	0.6719056534274856	0	0	1.0228239443925717	0.478210301088813	STX17
defense response to symbiont (GO:0140546)	1/124	0.6386414178075499	0.6841630283011697	0	0	0.9893606343470842	0.443641322846149	G3BP1
synapse organization (GO:0050808)	1/126	0.6445441329809922	0.6892180375295193	0	0	0.9734320987654321	0.42754304206275656	GPC4
central nervous system development (GO:0007417)	2/268	0.6447088491959104	0.6892180375295193	0	0	0.9139774903096249	0.40119632429843727	B3GNT5;ELP3
regulation of cell migration (GO:0030334)	3/408	0.649395013468104	0.6935023027841194	0	0	0.8996296296296297	0.3883827941061946	ELP3;ELP5;CBLL1
plasma membrane bounded cell projection organization (GO:0120036)	1/128	0.6503510100155576	0.6937982591188934	0	0	0.958005249343832	0.41217509698296606	BLOC1S3
positive regulation of macromolecule biosynthetic process (GO:0010557)	1/129	0.6532189934371038	0.6958481601299232	0	0	0.9504726080246914	0.40475195549144255	METTL3
positive regulation of intracellular signal transduction (GO:1902533)	4/546	0.6536342795740961	0.6958481601299232	0	0	0.8955882011650306	0.38081063151022065	BCLAF1;PDPK1;DHX36;RAC2
inorganic cation transmembrane transport (GO:0098662)	2/274	0.6566611674829639	0.6983430938268357	0	0	0.893542199488491	0.37581234058933705	TRPM7;SLC39A7
regulation of gene expression (GO:0010468)	8/1079	0.6584138234225486	0.6985274642418353	0	0	0.9043583024607692	0.3779508998131871	MAP2K2;YTHDF2;CNBP;CARM1;DHX36;CDK2;BRAF;AHR
cellular response to hypoxia (GO:0071456)	1/131	0.6588850054101069	0.6985274642418353	0	0	0.9357549857549857	0.3904028363160286	HYOU1
cellular response to metal ion (GO:0071248)	1/131	0.6588850054101069	0.6985274642418353	0	0	0.9357549857549857	0.3904028363160286	BRAF
defense response to virus (GO:0051607)	1/133	0.6644589993032104	0.7037068365677525	0	0	0.9214833520389076	0.3766859037310346	G3BP1
regulation of cellular component organization (GO:0051128)	1/139	0.6806436073218445	0.7193565322470787	0	0	0.8811504741456432	0.33899307976267384	MKI67
protein dephosphorylation (GO:0006470)	1/139	0.6806436073218445	0.7193565322470787	0	0	0.8811504741456432	0.33899307976267384	NCK1
proteolysis (GO:0006508)	2/287	0.6814605524158484	0.7194759138109474	0	0	0.8522175002724202	0.326839824900451	PITRM1;CPD
regulation of nucleic acid-templated transcription (GO:1903506)	3/430	0.6841299765306008	0.7215488503759279	0	0	0.8523126463700235	0.32354414952983485	CNBP;CARM1;AHR
chromatin organization (GO:0006325)	1/142	0.6884425194368098	0.7246017042887947	0	0	0.8622712547062429	0.3219060804665845	SMARCAD1
protein localization to organelle (GO:0033365)	1/142	0.6884425194368098	0.7246017042887947	0	0	0.8622712547062429	0.3219060804665845	ARL1
neuron development (GO:0048666)	1/143	0.6909998587440772	0.7265451189675379	0	0	0.8561554512258738	0.3164484618566239	BLOC1S3
positive regulation of transferase activity (GO:0051347)	1/148	0.7034769633431941	0.7389038607777434	0	0	0.8268245569832872	0.2908108561679049	POLG2
positive regulation of hydrolase activity (GO:0051345)	1/149	0.7059116311350795	0.7406998840041594	0	0	0.8211961961961962	0.2859940720320198	RAP1GDS1
nervous system development (GO:0007399)	3/447	0.7091848328776865	0.7433711786676878	0	0	0.8189611486486487	0.2814270648923566	B3GNT5;DPF2;ELP3
actin filament organization (GO:0007015)	1/152	0.7130970646463599	0.7467061476112499	0	0	0.8047584007848908	0.27211918067834573	RAC2
regulation of cell differentiation (GO:0045595)	1/156	0.7224069118334401	0.7556805157561677	0	0	0.7838311429709279	0.2548757932102751	CBFB
cellular response to growth factor stimulus (GO:0071363)	1/158	0.7269486107132453	0.7588779163931938	0	0	0.7737673979712196	0.24675402915175954	PDPK1
cellular response to starvation (GO:0009267)	1/158	0.7269486107132453	0.7588779163931938	0	0	0.7737673979712196	0.24675402915175954	ATP6V1E2
regulation of cellular macromolecule biosynthetic process (GO:2000112)	3/468	0.7380125137558193	0.7696416214882117	0	0	0.7811290322580645	0.23730270239735302	CNBP;CARM1;AHR
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	2/321	0.7394703722743622	0.7703758618393457	0	0	0.7600615276777196	0.22940257759945776	CDK2;HSP90B1
regulation of MAPK cascade (GO:0043408)	1/166	0.7443886611893173	0.7747099915839942	0	0	0.7359521137298916	0.21724716640436245	MAP2K2
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	1/170	0.7526888887754428	0.7822775048425279	0	0	0.7183870260793338	0.20409612397750657	GPC4
neutrophil degranulation (GO:0043312)	3/481	0.7547062217203326	0.7822775048425279	0	0	0.759375	0.21370841228052767	ACLY;NPC2;COPB1
neuron projection development (GO:0031175)	1/171	0.7547217414625563	0.7822775048425279	0	0	0.7141249092229485	0.20095914276619756	BLOC1S3
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	1/171	0.7547217414625563	0.7822775048425279	0	0	0.7141249092229485	0.20095914276619756	DHX36
positive regulation of ERK1 and ERK2 cascade (GO:0070374)	1/172	0.7567379859208775	0.7835726662726816	0	0	0.7099126416865208	0.19787977693812608	BRAF
negative regulation of apoptotic process (GO:0043066)	3/485	0.7596689936657705	0.785016897397793	0	0	0.752917531120332	0.20695630541921065	BRAF;AATF;HSP90B1
neutrophil activation involved in immune response (GO:0002283)	3/485	0.7596689936657705	0.785016897397793	0	0	0.752917531120332	0.20695630541921065	ACLY;NPC2;COPB1
cation transport (GO:0006812)	1/174	0.7607211888443749	0.7853101565645971	0	0	0.7016341968172412	0.19188878788696193	TRPM7
neutrophil mediated immunity (GO:0002446)	3/488	0.7633380585997467	0.7872164438838961	0	0	0.7481443298969073	0.20203957895671015	ACLY;NPC2;COPB1
regulation of mitotic cell cycle (GO:0007346)	1/178	0.7684941582526613	0.7917349090062701	0	0	0.685638557578294	0.1805439339662453	MKI67
regulation of immune response (GO:0050776)	1/179	0.7703978613798053	0.7928968925782084	0	0	0.6817519766957969	0.1778337722102879	AHR
positive regulation of cellular biosynthetic process (GO:0031328)	1/180	0.7722860052589349	0.7940405406183415	0	0	0.6779088212980205	0.1751718593588943	METTL3
negative regulation of cell differentiation (GO:0045596)	1/191	0.7920641034926639	0.8135573002708568	0	0	0.6383040935672515	0.14879695132708803	YTHDF2
negative regulation of macromolecule metabolic process (GO:0010605)	1/194	0.797155251233948	0.8179645248605372	0	0	0.6282863174054883	0.14243616769745213	MAP2K2
protein ubiquitination (GO:0016567)	3/525	0.8049672851732036	0.8251520215115487	0	0	0.6937859195402298	0.15051938196107562	CBFB;CBLL1;RNFT1
ncRNA processing (GO:0034470)	1/201	0.8085579021937176	0.828002180402785	0	0	0.6060802469135802	0.1287938620525254	METTL3
regulation of angiogenesis (GO:0045765)	1/203	0.8116971648702512	0.8295545024973968	0	0	0.60001833516685	0.12518060005881687	PDPK1
axon guidance (GO:0007411)	1/203	0.8116971648702512	0.8295545024973968	0	0	0.60001833516685	0.12518060005881687	RAC2
positive regulation of macromolecule metabolic process (GO:0010604)	2/384	0.8233866368503513	0.8406604823786804	0	0	0.632662352443823	0.12294489472669404	DHX36;BRAF
positive regulation of GTPase activity (GO:0043547)	1/214	0.8280704059549127	0.8437566848314264	0	0	0.5687126876485249	0.10729168460224679	RAP1GDS1
positive regulation of protein modification process (GO:0031401)	1/214	0.8280704059549127	0.8437566848314264	0	0	0.5687126876485249	0.10729168460224679	RAB3GAP2
negative regulation of cellular process (GO:0048523)	3/566	0.8437796112248037	0.8589071341352086	0	0	0.6418960923623446	0.10903500100505296	EEF1E1;CBLL1;NCK1
cilium organization (GO:0044782)	1/228	0.8468778040293962	0.8612031002169581	0	0	0.5332571925817153	0.08862673956746892	PLK4
regulation of ERK1 and ERK2 cascade (GO:0070372)	1/238	0.8590455470872536	0.8727082993272098	0	0	0.5104964317341252	0.07756142538872046	BRAF
anterograde trans-synaptic signaling (GO:0098916)	1/244	0.865879722963658	0.8787776334348147	0	0	0.49773916577757454	0.07167905296746967	GLRA3
protein deubiquitination (GO:0016579)	1/267	0.8891607570550305	0.9015102120141281	0	0	0.45416782697484454	0.05335437860083216	USP32
positive regulation of MAPK cascade (GO:0043410)	1/274	0.8954138671711618	0.9069504184825841	0	0	0.44236422014199794	0.048867641932031476	BRAF
protein modification by small protein removal (GO:0070646)	1/276	0.8971351720785008	0.9077942038259681	0	0	0.43910213243546575	0.04766398090911252	USP32
positive regulation of cell population proliferation (GO:0008284)	2/474	0.9015569415282912	0.9113661664113883	0	0	0.5096589114643647	0.05281701065987798	CNBP;CDK2
DNA repair (GO:0006281)	1/298	0.9143081708371651	0.9233428365568999	0	0	0.40611880118052957	0.03638320755039995	FEN1
chemical synaptic transmission (GO:0007268)	1/306	0.9198190693690861	0.927991203252918	0	0	0.39530459421169806	0.03303888280758476	GLRA3
protein polyubiquitination (GO:0000209)	1/314	0.9249775831678094	0.9322752366839263	0	0	0.38504319015501126	0.0300278920457331	CBFB
positive regulation of multicellular organismal process (GO:0051240)	1/345	0.9420344332126003	0.9485312224071699	0	0	0.3497882572494976	0.02088706422883442	FH
supramolecular fiber organization (GO:0097435)	1/351	0.9448598110050042	0.9504396917786557	0	0	0.34368606701940035	0.01949343058487117	RAC2
regulation of cell population proliferation (GO:0042127)	3/764	0.9511340936279611	0.9558102691128577	0	0	0.4700065703022339	0.023547434271879046	CNBP;CDK2;EEF1E1
positive regulation of protein phosphorylation (GO:0001934)	1/371	0.9533253499892846	0.9570712256277494	0	0	0.3247747747747748	0.015523921803669856	BRAF
negative regulation of cell population proliferation (GO:0008285)	1/379	0.9563377981834014	0.959153316725649	0	0	0.3177705924619505	0.01418657669287791	EEF1E1
protein modification by small protein conjugation (GO:0032446)	1/409	0.966010634959047	0.9679047734589667	0	0	0.29395122246429434	0.010164961304988344	CBLL1
cellular response to cytokine stimulus (GO:0071345)	1/482	0.9815499607512315	0.9825113221231719	0	0	0.2484022484022484	0.004625837116635788	HSP90B1
cytokine-mediated signaling pathway (GO:0019221)	1/621	0.9942711150561547	0.9942711150561547	0	0	0.19132815611310236	0.001099248742775791	HSP90B1
