kg1_t_1	kg1_t_2	kg1_t_3	kg1_u_1	kg1_u_2	kg1_u_3	molm14_t_1	molm14_t_2	molm14_t_3	molm14_u_1	molm14_u_2	molm14_u_3	ociaml2_t_1	ociaml2_t_2	ociaml2_t_3	ociaml2_u_1	ociaml2_u_2	ociaml2_u_3	ociaml3_t_1	ociaml3_t_2	ociaml3_t_3	ociaml3_u_1	ociaml3_u_2	ociaml3_u_3	thp1_t_1	thp1_t_2	thp1_t_3	thp1_u_1	thp1_u_2	thp1_u_3
ENSG00000086666	-0.944593221914351	-0.685089788727964	-0.732920641121565	-1.03092932579615	-0.72653267974607	-0.843951151256046	-1.33027163880034	-1.10244186282491	-0.988907734137729	-2.84323951609198	0	0	0	-2.68386033423109	-1.58923603605995	-2.03738265336561	-4.11539455955046	-2.05315427897641	0	0	-2.76509759119145	0	0	0	0	0	-2.02419803543451	0	0	0
ENSG00000086712	0	-3.04051192831762	0	0	0	0	0	-1.87220469486133	0	0	-1.68280198423961	0	0	0	0	-1.75458530992105	0	-2.85642571784848	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000086730	0	-2.74914844538105	0	0	-3.72129704072294	-2.77458757384444	0	0	0	0	-3.18955590396285	0	0	-1.77840215264198	0	-2.62967852931349	-3.69416661046904	0	0	0	0	-4.14534014101785	-1.7011105235273	0	0	-3.62945524886419	0	0	-1.64525155682778	0
ENSG00000087053	-1.11849408974328	0	-1.40518085908909	-1.33052208533788	-1.9563528758192	-1.71897544451395	-1.0995841656098	0	-1.3422158732561	-1.18057405964531	0	-1.66667507764538	0	0	-4.50685559723792	-2.15694177410211	0	0	0	0	0	0	0	0	0	-4.91515316672245	0	-2.57876614897322	-1.75395049790659	-2.33032147489664
ENSG00000087087	-4.71202569242477	-2.00614512025479	-3.44045187401681	0	-1.69107362932537	0	0	-1.14636524829876	0	0	0	0	0	-1.80651531969399	-1.96717675653793	-2.24655165740855	-1.73056247563449	-3.34668968054789	0	0	0	0	-3.22083000133878	0	0	-1.89122593053716	0	0	0	0
ENSG00000087095	-0.393409696063939	-0.867930522985365	-0.355700004814624	-1.6155304114988	-1.2723650643041	-1.06950566196482	0	0	0	0	0	0	0	0	0	-3.08768840649936	0	-1.67605557015996	0	0	0	0	0	0	0	0	0	0	0	-4.01214190537153
ENSG00000087157	0	-1.85382415769035	0	-2.1951369052141	-1.93088145780739	-2.60689142263324	-2.09751696226144	-1.45859425234375	0	0	-2.66601354824335	0	-2.22420953231056	-2.53468279926131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087206	0	-1.12885374506051	0	-2.17808536903053	-0.572210159252848	0	0	-0.874208077122769	0	0	0	0	0	-1.60371180311161	0	0	-4.27050513272215	0	0	-1.25265028602084	0	0	0	0	0	-2.2364917379047	0	0	0	0
ENSG00000087253	-4.45039294267718	-2.85886947368173	0	0	0	-4.8636637327423	-1.23365991945814	0	-2.45490319537687	-1.7557962822734	-0.266921247025128	-3.35145998013908	0	0	0	0	-2.67158903893697	0	0	-2.31401797198815	0	0	0	0	-2.10142149156884	0	0	0	0	0
ENSG00000087266	-3.43235885562496	0	0	-5.67349324022962	-1.93280514281597	-2.07845690994287	-2.47287411482979	-1.65461228822019	-1.67422537370233	-1.07846808101044	-5.12532583931654	-1.48717607203828	-4.03587836029897	0	-3.80678580944008	-0.634527966169292	0	-1.14210161964012	0	0	-3.01280120996692	-1.53228759211423	-1.39094681561266	-2.91668934907441	0	0	0	-2.89912868529613	-2.94234622172007	0
ENSG00000087269	0	0	0	0	-1.28447626538915	0	0	-0.838041484800083	0	-0.944834043357478	-0.379919774104305	-1.07783073288617	-0.892519929653757	-1.51869345011957	-1.1726653552416	-1.74464588862373	-0.324048080935671	-3.03565515619882	-0.934313308769579	-3.42253001936468	0	-2.46295627182466	-1.61042801007697	0	0	0	0	0	-0.729197461056371	0
ENSG00000087274	0	0	0	-1.96589115759922	-2.5276087641931	-3.04891319275876	0	0	0	0	-2.85156593580213	0	0	0	0	0	-1.9963891182521	0	-1.68339686404378	-2.70052745248366	-1.74648326269893	0	0	-1.85682997474567	0	0	0	0	0	0
ENSG00000087302	-2.9689019274348	-3.39002918234388	0	-1.21010940515963	-1.75205663602907	-2.28586743506269	-1.71420237510005	-1.93691617399981	-2.48759877260313	-0.890599477904976	-1.3876266225805	-1.4038120807875	-1.72151284780985	-2.25048797415169	0	-1.23656920295879	-1.60801334944806	-2.40320213472046	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087338	0	0	0	0	0	0	-1.47613851323546	0	-0.961507177585381	0	-2.19997508809536	-2.16307664017181	0	-1.3925994163589	0	0	0	0	-3.98834601418272	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087460	0	0	0	0	0	0	0	0	-2.52477670537415	0	0	0	0	0	0	0	0	0	-0.721860458239366	-2.97954419037519	-0.843117941045483	-3.93547344890942	-3.22838860363445	-0.866597997731512	0	-2.25364400175366	-0.826871212273065	-2.32516669917127	-1.21941455709336	-1.05838764240537
ENSG00000087470	-2.99921790977733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.56081535498955	0	0	0	0	0	0	0	-4.31599517345631	-2.01028635288765	0	-2.05818866559039	-5.37993799225235	0
ENSG00000087495	0	0	0	0	0	0	0	0	0	0	-2.36031155909919	0	0	-1.34316038196049	-1.04143210038195	0	-1.32083416198812	-2.41758561041467	-0.280635711303501	-2.39828690740958	0	0	0	0	0	0	0	0	0	0
ENSG00000087502	-1.47177053949648	-1.2882287176636	-1.98264594795706	0	0	0	-1.83389929609314	-2.98461562406536	-1.12711388573876	-5.28256784473471	0	0	-0.734905124472555	-0.924379969022026	-1.03040828646257	-0.917143187912551	0	-1.41444453640335	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000087586	0	0	0	0	0	0	0	0	0	-2.24134157047709	0	-4.44237622124904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088179	-1.63035388895538	0	-1.24468836931875	-1.97755433478994	-2.67110367231678	-2.16533509387741	-0.742042075083448	0	-1.12399535331883	-2.17943871008043	0	-1.56843835908158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088247	0	-3.77390940285205	0	0	-4.5603805292506	0	0	-3.18426744915134	0	-2.39248274080104	-3.8647879314292	-3.91708090597395	0	-2.21184014839261	0	0	-4.92989324666359	0	-3.07579437017033	-2.99040612682041	0	-1.51974114763977	-1.27526510138634	-1.58427519174724	0	-2.28488240024829	0	-2.8704676840218	-1.38962120329277	0
ENSG00000088325	-2.40643209139282	-1.03756749711829	-2.203323187094	-1.83845468405559	-0.845876424659705	-2.38583959164267	0	-3.62945524886419	0	0	0	-2.97781494939274	0	-0.865531657373224	-4.00300781068928	0	-1.36913114066949	-4.49061057487648	-1.38590522656756	-2.05089867664692	-3.92759393568522	-2.91690678125796	-1.85816723428653	-1.79259728707895	0	-3.13885990103939	0	0	-2.28103351412008	0
ENSG00000088766	0	0	0	0	0	0	0	0	0	0	-1.11519817979223	0	0	0	0	-5.02038598646436	-1.55915409640165	0	-3.11080719671852	0	0	0	0	0	-0.757617751506248	0	-1.31127524343813	-1.69670060684548	-1.30730601974083	-5.75143907235174
ENSG00000088812	0	0	0	0	0	0	-0.88654569497206	-1.17063404196436	-0.719019776867726	0	0	-2.69744288009864	-0.82993334583928	-0.810885207603226	-0.770806131930044	-1.25275047726982	0	-0.929562204068582	0	0	0	0	0	0	-1.56314165599795	-1.4678560072269	-1.14163514355	-1.11284391580168	-2.17548329792515	-0.820217772184628
ENSG00000088833	0	-1.74842311310362	0	-1.6093095277913	-0.903246395368266	-3.53691318410248	-2.51298661175815	0	-3.03187550145438	-1.10349954022823	-0.510863194864594	0	0	0	0	0	-1.50564829351989	0	-2.54209215712918	-2.71156128182047	0	-1.51356112139053	-1.3045624772521	-1.22170481727813	0	-2.63644417435769	0	0	0	0
ENSG00000088854	0	0	0	0	0	0	-2.28599673747009	-2.40641405255	-1.96505908467836	-2.48131291156429	0	0	0	-1.40939840888502	0	0	0	-4.45017379356167	0	0	0	0	0	0	-0.761947214741337	-0.564341413350705	-1.46618775844097	-0.768397515476005	-1.81217807753041	-1.2497320354737
ENSG00000088930	0	0	0	0	0	0	0	0	0	-7.75726776294349	-3.23918827074708	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.16984970282355	-1.90967481470808	0	-4.1166656763865	-1.78622670295296	0
ENSG00000088970	0	-2.23647418058817	0	0	-2.53031439245005	0	0	0	0	-2.47599494667068	0	0	0	-1.88618400327703	-1.44652420671014	-3.06184604385442	0	-2.20351311550457	0	-1.8218879851268	0	0	0	0	-0.396638838932696	-0.80407970875255	-0.551262857786403	-0.82474449857613	-0.64170487643631	-1.00313850964393
ENSG00000088992	0	0	0	0	-2.30106704150499	0	-2.54843929803419	-0.406085472357076	-2.62860496147592	-0.64699800782517	-1.65174516351209	-6.30649633291226	-3.23401438361802	-0.788383119004346	0	-5.2011999205578	-1.90421536526538	0	-4.13467171846513	-1.39003872727449	0	0	-2.08685807643642	0	0	0	0	0	0	0
ENSG00000089006	0	0	0	0	0	0	-0.821211880992998	-0.608391060435905	-0.73096738838524	-0.385329398264226	-0.629215736155552	-0.291161390891055	-2.93732831357868	-4.92601657646831	0	-3.52041070054721	0	-3.57612445375401	-2.76816270572921	0	0	0	0	0	0	0	0	0	-4.22502392263377	0
ENSG00000089009	0	0	0	0	0	0	-3.09496251120106	0	0	-2.46816886891018	0	0	-2.07578935550446	-2.36974832306261	0	0	-1.94637644516306	0	-2.83096324736469	-2.83989123530602	0	-1.48161212696648	-0.953318521413136	0	-2.93730671381595	-2.50631325942303	-3.84442034090338	-0.965125320647269	-2.30157479734499	-2.73185706878173
ENSG00000089022	0	0	0	0	-1.37833457335409	0	0	0	0	-2.24368457261101	-1.14790796049963	0	-1.97615893106877	-1.85446296684624	-1.30453353966839	-2.05909822337308	0	0	-0.974538124060079	0	0	0	-2.99596839202802	0	-2.29760844309423	0	0	0	-2.62840450395828	0
ENSG00000089048	0	0	0	0	0	0	0	-3.62222932831763	0	0	0	0	0	0	0	0	0	0	-2.12609912132578	0	0	0	0	0	-2.32103753514071	-2.07615254074025	-0.881529002085555	-4.16267629022256	-1.49716536296199	-3.63992602584289
ENSG00000089053	-2.38399745481522	-8.45095432217506	0	-1.603849424442	0	-2.114415171092	-3.57151152900249	-3.68998838527939	0	0	0	0	-1.34388695540064	-1.61308819621309	-2.16067045606263	-1.24795795852883	-1.24368759527133	-2.98275368687902	0	0	0	0	0	0	-1.52111882689153	-2.12972843949627	-2.96870310337298	-1.6314092595765	0	-1.98663531946548
ENSG00000089057	-0.976618833578017	-1.07891542955641	-1.04952466921283	-1.07149652827929	-1.11942355509102	-0.841689737897164	0	0	0	0	0	0	0	0	0	-4.41888857895638	0	0	0	0	0	0	0	0	0	0	0	-2.541228344777	0	-1.2230506167945
ENSG00000089094	0	0	0	0	-4.08232091998555	0	-2.90520788740486	0	0	-3.12996819047591	-1.21774914967074	0	0	-2.02412124290092	0	-1.95121474557163	-0.535404466294419	0	0	-2.63641556938607	0	0	0	0	0	-1.39166265781321	0	0	0	0
ENSG00000089154	-1.93321038126948	-2.01105722709558	-1.38955768288698	-1.29062979844905	-1.41978206137537	-1.01496148530872	-0.558824425838861	-0.896046494161436	-0.617622841377406	-0.847502526055427	-0.932493812126562	-0.580089871507965	-1.97227904802732	-2.14444923570584	-3.07763653841272	-1.7264246893642	-1.64475701834651	-1.37961361450306	0	-1.91896737388419	-2.87450725703979	-1.19864726180756	-1.62416262571815	-1.21728636917863	-2.10820516855012	-1.26707239357953	-3.45757193896515	-1.46235532440886	-1.79549868496373	-2.57050707402869
ENSG00000089157	0	0	0	0	0	0	-1.93887063390172	-2.33488309893705	-1.46532443687533	-2.07080391344942	-2.70824596722672	-1.86724486073472	0	0	-5.42352803058126	0	0	0	0	0	-2.08965976739934	-2.5242878284426	-1.72363100558467	-1.32491103927414	0	0	-1.91579196975334	-2.42463257482074	-4.77776653302818	-1.16315177470125
ENSG00000089280	-1.04550352468349	-0.577592210223642	-1.08956751266576	0	-3.01737587802775	0	0.332132446816346	0.732896044139258	0.732896044139258	0.111357033419278	0.0511177191796365	0.246150216893225	0.454747002384753	0.44596096948426	0.456213132747025	-0.00655170634528194	-0.506066342089213	0.242374790662957	0.196137884738347	-0.401580661626828	-0.162735247477824	0.0167605917494076	-0.107382208816813	0.0546871904676786	-0.593192948964263	-0.703304711932339	-0.649100115904187	-0.672840260384363	-2.09734729652679	-1.17664898381429
ENSG00000089597	0	0	0	0	0	0	0	-1.4478859274191	0	0	0	0	-1.44626252864628	-1.19067543744702	-2.07390400541092	-1.13675287240838	0	-2.00899967124952	0	0	0	-0.689592851793855	-0.811861729007163	-2.44114144803782	-1.48350222790331	-1.5822083108799	-0.626226491300493	-0.103263840167252	-0.40960359954376	-0.871353960686762
ENSG00000089682	0	0	-3.48340142611254	0	-3.74067123497006	0	0	-1.30086140693686	-4.23981155918831	0	-1.49132028991612	0	0	0	0	0	0	0	-1.95774557202956	0	-1.88370601302089	-2.22225323112473	-2.66954756666444	0	0	0	0	0	0	0
ENSG00000089737	-3.71616153919965	-1.8979133601718	0	0	-3.51462487879821	0	0	-2.95866312895901	0	0	0	0	-2.50659405055536	-2.1605948522036	-3.00307875984731	-1.57406562882358	-1.94163080121212	-2.8435838870776	-1.34731435499605	-3.12478478534901	-1.47563781654688	-0.703663199124295	-1.33070408408829	-0.921456304203995	0	0	0	0	0	0
ENSG00000089820	0	-1.96869879015491	0	0	-2.45911590337256	0	-2.1203466013878	-1.35712930750384	-2.10565872203644	-1.45820580287429	0	-2.47594044129124	-1.91765583153002	0	-2.95050874430369	-2.15892400409667	-1.15002645382492	0	-2.82273617681663	-1.24286854145713	0	-2.8347519115762	-1.91771828312558	0	0	-1.62095893974104	0	0	-1.82386680110747	0
ENSG00000089876	-2.37622683606707	0	-2.06629580252536	-1.48215463630007	-1.71860355898499	-1.53064935186452	-0.38677270311827	-1.21621716613133	-0.148391744911532	-0.391222148671285	-1.07249333444214	-0.142182178101341	-2.71114551627153	-3.63262521185335	0	-2.17037231529256	0	-1.22693346256572	-1.48350222790331	-2.80016312709264	-6.46279123991245	-3.44891216331166	-3.95556631896856	-1.67308158218334	0	0	0	0	0	0
ENSG00000089902	0	0	-3.76841349713937	0	-2.10925395741266	-2.96426052011387	0	0	0	0	0	0	-2.94073358710374	-2.41273576648799	-2.23708472791592	-3.30869276078552	-2.49660562741425	-1.72929396931762	0	-3.51919936647861	0	0	0	0	-4.45438074314657	-4.64878292231794	-1.94917031501757	-4.83239211905241	-5.69642842361306	-1.51639566138094
ENSG00000089916	0	0	-3.34065675216849	-3.58229804691557	-3.62857639532859	-2.39753799905748	-0.282727522335336	-0.411713782694526	-0.199920977227415	-0.486273741709133	-2.41217480111355	-0.5570118872862	0	0	0	0	0	0	0	0	0	0	0	0	-4.3835698881436	-1.52927200455534	-3.08997799275109	-1.66209442544562	-1.10226222794954	-2.35815524627516
ENSG00000090054	0	0	0	0	0	0	0	0	-1.31934299529992	-1.59036872213733	0	0	0	0	-2.96824279702388	0	0	0	-1.61816904314167	-0.553884306091604	-1.60212569755878	0	0	0	-1.21765044726891	0	-2.08635888373586	-8.45095432217506	0	0
ENSG00000090060	-1.69742271194755	-2.01303474928754	-1.32849548289365	-1.58143076503179	-1.44842311959397	-1.01652606561804	-1.73024664407336	-1.79119185048596	-1.37155038710719	-1.62201459113752	-2.00859663002268	-0.99117992113961	-0.68398843103038	-0.834715657826433	-0.775109342393794	-0.397044044396178	-0.973767505082707	-0.40416093982775	0	0	-2.23089003986433	-2.1248916508573	-4.70571384873515	-1.84097804968957	-1.6527104152529	-1.61928857691664	-1.30872754018719	-1.17538212836126	-1.51323513869176	-1.15780179323283
ENSG00000090316	0	-1.93045160294287	0	-2.66328207243707	-2.38609678729883	0	0	-1.85150078086852	0	-1.02313382474316	-1.00322547986897	0	-1.26505564361961	-1.57359889864237	0	-1.91735074752238	-1.18540909722773	0	0	-4.09196682793403	0	0	0	0	0	0	0	0	-3.03947357242299	0
ENSG00000090376	0	0	0	0	0	0	-1.28355445853974	0	-1.60232852857134	-2.32816815282177	0	0	0	0	0	0	-4.53721124891816	0	-2.14210543129902	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090621	0	0	0	-2.05890336994498	0	-3.27457144357794	-0.759297316148713	-0.699784510764758	-0.609604404258873	-1.1558370342776	-0.540044893363793	-0.893062781806055	-0.689873189858648	-0.768719107162747	-1.57251871164529	-1.66102863740693	-1.78627602273705	-1.55096961288292	-1.03979294640767	-0.47065407460355	-1.44722511598074	-0.452869220694848	-0.418740437973495	-0.936475179943551	-3.43364444583324	-2.73509974383011	-2.61207694910485	-1.05365988865635	-1.7182812268121	-1.83374359124017
ENSG00000090686	0	0	0	0	0	0	-1.94510454272633	-2.35993222208289	-3.69030593772638	-4.10542840609997	0	0	-2.53789092427909	-3.31132525446461	-1.6485413145891	-2.32747416197037	0	-2.54399562361096	-0.897366042225778	-5.83235602976614	0	0	-1.68774319204712	0	0	0	-4.5651899251359	0	-1.65633981984449	0
ENSG00000090857	-0.183935126189486	-0.251564793893807	0.0732962289903457	-0.0279969224554818	-0.143768717167904	0.196789797835188	0	0	0	-3.2859280975345	0	-1.85112072392433	-0.465571567401138	-1.43935260149324	-1.36412121182024	-0.694616003766919	-1.88858421093931	-0.511866412075224	-0.915429626550391	-0.827467835895249	-0.34120033312008	-0.477378504808331	-0.658574397996181	-0.477307435547354	0	0	0	0	0	0
ENSG00000090863	-4.17240953082456	-2.25299625933881	0	-2.59567395796107	-2.58607700334894	0	0	0	0	0	0	0	-1.67396951995668	-1.69320010518827	-1.90016051848715	-2.40450038660468	-1.82881069196866	-1.8402397205469	-3.78633444634911	-2.15386692504568	0	-4.44480371771439	-3.14694582444532	0	0	0	0	-2.20923897820382	-5.84559107643319	-2.07410862584416
ENSG00000090889	-2.33812487445264	-1.15673596909973	-1.7561100517863	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.84926903876561	0	-1.89208259132634	-2.5081316161178	0	0	0	0	0	-1.75043620783221	0	0	-1.56628166879189	0
ENSG00000090905	-1.9111327136045	-2.44509844841995	-2.88463485674109	-1.68032971248996	-1.70923845797613	-2.99933850338099	-2.48702787295672	-1.53085110803424	-3.3666967989576	0	-2.11192166534829	0	0	0	0	0	-3.16466898476035	0	-2.48364893555991	-1.72857792487497	0	0	-2.16746687194646	0	0	0	0	0	0	0
ENSG00000090989	-2.15845050604931	-3.05671675798138	-1.95910677427881	0	-1.00399533006996	0	0	0	0	-2.56314005269709	-1.49780222869873	0	0	-1.7517652967704	0	0	-1.40665632603025	0	0	-3.2013339393953	0	0	0	-1.95234632998478	0	0	0	0	0	0
ENSG00000091009	0	0	-2.5197096037902	-3.77323414553203	0	0	-1.08252609270079	-2.00631460194819	0	-4.47591235308865	0	-2.54778711812124	0	-3.7335423905682	0	0	0	0	0	0	0	0	-4.17124625433633	0	0	-1.43221889916167	0	0	0	0
ENSG00000091039	-1.79846004425544	-3.1294452693111	0	0	-4.09353856801247	0	-3.88739693171724	0	-2.40105336353451	-3.7257662896936	0	0	-2.58585345439798	0	-1.49015874387031	-2.63840387314035	0	0	-3.82507310510348	0	-3.19307694416011	0	0	0	-2.07189249794855	-3.95151411986718	0	0	-4.21038898810872	0
ENSG00000091127	0	0	0	0	0	0	-1.16507966430178	-2.63008359863751	-2.02254348887594	-1.15427954932413	-3.01362277974746	-1.34269250340015	0	-1.72502935570701	0	0	0	0	-2.21525745170599	0	0	0	0	0	0	0	0	0	-2.24175931887262	0
ENSG00000091157	-2.29012853977426	-0.818234813005278	-2.92796946561199	-2.22912994182724	-2.05401046153042	-1.83077843296653	-1.82667068330631	0	0	0	0	0	-2.88135385060732	-1.02220574022889	-4.59724023062226	-2.28689325068905	-1.52315113773039	-3.64670840778504	-4.2185958482057	0	-2.59511161386712	0	0	0	0	-3.45180434973623	0	0	0	0
ENSG00000091436	0	-1.9510580077799	-4.2072490227736	0	0	0	0	0	0	0	0	0	-1.09873695118877	-1.30516914244162	-1.13645870437309	-1.12338950788662	-0.668287779544854	-1.35672872818206	0	0	0	0	0	0	0	0	0	0	-3.80860048704691	0
ENSG00000091483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.44736460324914	0	0	-2.80429803235654	0	0	0	-4.01781032692283	0	0	0	0	0	0	0
ENSG00000091490	0	0	0	0	-3.77065308851415	0	-3.49214367256468	-3.07949738647896	-3.52679052167925	0	0	0	0	0	0	0	0	0	-1.4169061314078	-1.98673589319279	-1.85513366684126	0	0	0	-1.85864271142115	-3.60068182847406	-1.71118998616734	-1.0706247832715	-1.33696908712383	-1.9517799551167
ENSG00000091527	0	-2.2471234501344	0	0	-3.38148096331214	0	0	-1.3085927389189	0	0	-1.39073435071636	0	0	-3.06939803710645	0	0	-2.3299762747012	0	-3.54116914751933	-1.13762158459958	0	-1.54056182014971	-0.775251387289067	-2.41619027661812	0	-0.785907685179598	0	0	-2.58031905275305	0
ENSG00000092020	0	0	0	-5.167627982313	0	0	0	0	0	-2.42664899273861	0	-1.83922095521454	0	0	0	-1.55077453834674	0	-4.10723974904475	0	0	0	0	0	0	0	-2.79920379867057	-3.19261242850358	-1.42918564245542	-2.83925823968442	-1.76416661156751
ENSG00000092108	0	-2.49177729048394	-4.42558475252373	0	0	0	-2.03828391659795	0	-2.07053132950508	0	-3.18355768719271	0	-2.99420350567952	-2.41905798098395	0	0	0	0	0	0	0	0	0	0	-4.56096562136149	-2.06708011974413	-1.06696193117789	0	-2.35693139894248	-1.18624886505232
ENSG00000092140	0	0	0	0	0	0	0	0	-1.15335510463422	-2.58701726692941	0	0	0	0	0	0	0	0	0	-2.48202180966241	-1.92611532980773	0	0	0	-1.04167232220189	-2.63963760719058	-0.934909457439445	-2.70467110278475	0	-1.60518505848128
ENSG00000092199	0	0	0	0	0	0	-1.4287490736032	-1.73104606780071	-1.09490391427305	-1.58114693908337	-1.53349828741013	-0.886478729254207	-3.55044069589597	0	-2.02411408459252	-2.55093629805954	0	-1.64869032814794	-3.47287542562358	0	-3.00708440423772	0	0	-1.34713914686106	0	0	-2.56545801942745	0	0	0
ENSG00000092201	0	0	0	0	0	0	0	0	0	0	0	0	-2.37492026103275	0	0	0	0	0	-1.75989006670959	0	0	0	-2.79611861709185	0	0	-1.36842192808899	-3.21175154053766	-3.93717297081389	0	-3.85809863237409
ENSG00000092439	0	0	-3.41811186070874	-2.67665617472895	0	-1.96933157489807	-1.75426984672541	-3.46682222227967	-1.84169653126332	-1.25544311194637	-6.21370304705766	-1.21972017517645	-2.85475034902354	0	-3.08351474142525	-1.7936339101885	-4.39804683069738	-3.0462101449372	0	0	0	0	0	-3.52427893553009	0	0	0	-3.42595126428082	0	0
ENSG00000092820	0	-0.706961504767146	0	-1.91699099580488	-1.39217336484897	0	-2.33481919571996	0	0	0	0	0	0	0	-3.58471061616353	0	-0.606241716823027	0	-1.41171019842827	0	0	0	-1.78880429944905	0	0	0	0	0	0	0
ENSG00000092964	0	0	0	0	-3.7874314870212	0	-0.975999209734142	-1.14811208868816	-1.47871938516336	-4.26524127819415	-1.86988645037866	-4.70812512360987	0	0	0	-1.55681457348216	0	-2.04488079214941	-1.10796782417764	-3.53993380188341	-0.738326772011902	-1.21994173317886	-1.84216070143841	-1.16113449784289	0	0	0	0	0	0
