	T0	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
BEND2_+_18238610.23-P1P2	27	14	9	33	24
BEND3_-_107436085.23-P1P2	0	0	0	0	1
BEND3_+_107436024.23-P1P2	0	0	0	2	0
BEND4_-_42153873.23-P1P2	1	0	0	1	0
BEND5_-_49241954.23-P1P2	1	0	1	1	0
BEND5_-_49242401.23-P1P2	0	0	0	1	0
BEND5_-_49242454.23-P1P2	0	0	0	1	0
BEND5_+_49242360.23-P1P2	0	0	0	1	0
BEND6_+_56820338.23-P1P2	0	0	0	1	2
BEND6_+_56820368.23-P1P2	1	0	0	0	2
BEND7_-_13570534.23-P1P2	1	0	1	1	0
BEND7_-_13570986.23-P1P2	0	0	0	0	1
BEND7_+_13570778.23-P1P2	0	1	0	3	1
BEST1_-_61722729.23-P2	0	1	0	0	0
BEST1_-_61722756.23-P2	0	0	0	1	0
BEST1_+_61717860.23-P1	0	2	0	0	0
BEST1_+_61723038.23-P2	42	110	195	310	208
BEST2_-_12862683.23-P1P2	0	0	0	0	1
BEST2_-_12863102.23-P1P2	8	5	8	8	11
BEST3_-_70093050.23-P1P2	1	0	0	0	0
BEST3_+_70093053.23-P1P2	1	0	1	0	0
BEST3_+_70093074.23-P1P2	22	10	7	17	5
BEST4_+_45253414.23-P1P2	0	0	0	2	1
BET1_-_93633620.23-P1P2	1	0	0	0	0
BET1_+_93633464.23-P1P2	0	1	0	0	0
BET1_+_93633601.23-P1P2	32	11	28	11	21
BET1L_-_206944.23-P1P2	1	1	0	0	0
BET1L_-_207381.23-P1P2	18	1	0	9	9
BEX1_-_102318658.23-P1P2	9	0	1	2	8
BEX1_+_102318462.23-P1P2	6	0	0	0	0
BEX1_+_102318590.23-P1P2	0	0	1	0	0
BEX2_+_102565817.23-P1P2	1	0	1	0	0
BEX4_-_102470070.23-P1P2	0	0	1	0	1
BEX4_-_102470132.23-P1P2	0	0	0	0	1
BEX4_+_102470027.23-P1P2	1	0	0	0	0
BEX5_-_101410922.23-P1P2	0	1	0	1	1
BEX5_+_101410912.23-P1P2	0	0	1	0	0
BFAR_-_14726847.23-P1P2	16	1	1	1	5
BFAR_+_14726788.23-P1P2	1	0	0	0	0
BFAR_+_14727037.23-P1P2	0	1	0	1	1
BFAR_+_14727167.23-P1P2	7	0	1	17	1
BFSP1_-_17539482.23-P1	0	0	1	0	0
BFSP1_+_17511509.23-P2	0	0	0	1	0
BFSP1_+_17511965.23-P2	3	9	9	10	10
BFSP1_+_17539391.23-P1	0	1	0	0	0
BFSP1_+_17539420.23-P1	1	0	0	0	0
BFSP1_+_17539450.23-P1	2	2	0	2	2
BFSP2_-_133118951.23-P1P2	1	1	0	0	1
BFSP2_-_133119284.23-P1P2	9	0	0	9	2
BFSP2_+_133118961.23-P1P2	1	0	2	1	1
BGN_+_152760479.23-P1P2	0	0	1	0	0
BHLHA15_-_97841207.23-P1P2	0	0	0	1	1
BHLHA9_-_1174149.23-P1P2	0	0	0	2	1
BHLHA9_+_1174161.23-P1P2	0	1	0	0	0
BHLHA9_+_1174209.23-P1P2	9	7	7	7	10
BHLHB9_+_101976025.23-P1P2	0	0	1	0	1
BHLHE22_-_65492946.23-P1P2	0	0	0	2	0
BHLHE22_-_65493007.23-P1P2	0	0	0	0	1
BHLHE22_+_65492932.23-P1P2	81	45	56	91	37
BHLHE22_+_65493378.23-P1P2	1	3	0	7	1
BHLHE22_+_65493381.23-P1P2	14	1	1	6	10
BHLHE23_+_61637869.23-P1P2	1	0	0	1	2
BHLHE23_+_61637924.23-P1P2	1	0	0	0	1
BHLHE23_+_61638173.23-P1P2	37	24	16	21	7
BHLHE40_+_5021168.23-P1P2	0	0	0	1	0
BHLHE40_+_5021171.23-P1P2	0	1	0	1	0
BHLHE40_+_5021568.23-P1P2	0	1	0	1	0
BHLHE41_-_26277552.23-P1P2	0	0	0	1	0
BHLHE41_-_26277780.23-P1P2	0	1	0	0	0
BHMT_-_78407639.23-P1P2	1	0	0	1	0
BHMT_+_78407660.23-P1P2	2	0	13	0	0
BHMT_+_78407670.23-P1P2	0	0	1	0	0
BHMT_+_78408068.23-P1P2	0	0	0	0	2
BHMT2_-_78365608.23-P1P2	0	0	0	1	0
BHMT2_-_78365638.23-P1P2	1	0	0	2	3
BHMT2_+_78366015.23-P1P2	0	0	0	0	1
BICC1_-_60272936.23-P1P2	1	1	0	0	1
BICC1_-_60273245.23-P1P2	1	0	0	0	0
BICC1_+_60273101.23-P1P2	15	145	167	250	104
BICD1_-_32259794.23-P1P2	0	0	1	1	0
BICD1_+_32259768.23-P1P2	0	0	0	2	1
BICD1_+_32259786.23-P1P2	3	8	0	29	4
BICD1_+_32260107.23-P1P2	24	17	5	20	10
BICD1_+_32260247.23-P1P2	0	0	0	2	2
BICD2_-_95527068.23-P1P2	13	14	0	1	1
BICD2_+_95526713.23-P1P2	0	0	0	0	1
BICD2_+_95527049.23-P1P2	9	0	1	14	4
BICD2_+_95527074.23-P1P2	0	0	1	0	1
BID_-_18257164.23-P1P2	0	0	1	0	0
BID_-_18257200.23-P1P2	0	0	1	2	0
BID_+_18257195.23-P1P2	0	1	1	0	0
BIK_-_43506776.23-P1P2	0	0	0	1	0
BIK_+_43506768.23-P1P2	5	0	0	0	4
BIK_+_43506987.23-P1P2	0	0	0	0	1
BIK_+_43507122.23-P1P2	0	0	0	0	1
BIN1_-_127864618.23-P1P2	0	0	1	0	0
BIN2_-_51717815.23-P1P2	0	0	0	1	0
BIN2_-_51717902.23-P1P2	16	49	10	47	49
BIN2_+_51717681.23-P1P2	0	1	0	1	0
BIN3_-_22526406.23-P1P2	0	2	0	1	1
BIN3_-_22526419.23-P1P2	0	0	0	1	0
BIN3_+_22526573.23-P1P2	0	0	0	4	4
BIN3_+_22526599.23-P1P2	13	23	15	40	2
BIRC2_-_102218032.23-P1P2	1	0	0	0	0
BIRC3_-_102188220.23-P1P2	0	1	0	1	0
BIRC3_-_102188258.23-P1P2	6	4	1	0	0
BIRC3_-_102188659.23-P1P2	1	0	0	1	0
BIRC3_-_102188669.23-P1P2	0	0	0	1	0
BIRC6_-_32582515.23-P1P2	9	0	1	0	0
BIRC6_+_32582148.23-P1P2	0	0	0	2	0
BIRC6_+_32582257.23-P1P2	4	0	0	18	0
BIRC7_-_61867640.23-P1P2	0	0	2	1	0
BIRC7_+_61867739.23-P1P2	28	13	14	56	30
BIRC8_-_53794683.23-P1P2	0	0	1	0	1
BIRC8_+_53794191.23-P1P2	0	0	1	0	0
BIVM_-_103451488.23-P1	5	0	0	0	0
BIVM_-_103452726.23-P2	0	0	0	0	1
BIVM_-_103453139.23-P2	4	0	8	0	1
BIVM_+_103451497.23-P1	3	0	0	0	0
BIVM_+_103452753.23-P2	0	1	0	1	1
BIVM_+_103453168.23-P2	1	2	0	4	0
BIVM-ERCC5_-_103459762.23-ENST00000602836.1	1	0	0	3	1
BIVM-ERCC5_-_103459781.23-ENST00000602836.1	0	0	0	1	0
BIVM-ERCC5_+_103459776.23-ENST00000602836.1	0	0	1	0	2
BIVM-ERCC5_+_103459837.23-ENST00000602836.1	0	0	1	0	0
BLCAP_+_36156220.23-P1P2	23	9	5	57	21
BLID_-_121986498.23-ENST00000560104.1	0	0	2	1	0
BLID_+_121986509.23-ENST00000560104.1	0	0	1	0	1
BLID_+_121986529.23-ENST00000560104.1	0	0	0	0	1
BLID_+_121986865.23-ENST00000560104.1	21	40	29	47	166
BLK_-_11351904.23-P1P2	0	0	1	0	0
BLMH_+_28618916.23-P1P2	0	0	0	1	0
BLNK_-_98031226.23-P1P2	0	0	1	0	0
BLNK_-_98031256.23-P1P2	1	0	0	2	0
BLOC1S1_+_56109907.23-P1P2	29	0	5	12	2
BLOC1S1_+_56110253.23-P1P2	0	0	0	1	1
BLOC1S1_+_56110261.23-P1P2	0	1	0	0	0
BLOC1S2_-_102046366.23-P1P2	4	1	0	0	0
BLOC1S2_-_102046402.23-P1P2	0	0	0	0	1
BLOC1S2_+_102046038.23-P1P2	3	1	0	0	0
BLOC1S2_+_102046396.23-P1P2	1	0	0	0	1
BLOC1S3_-_45682094.23-P1	0	0	0	1	0
BLOC1S3_-_45683896.23-P2	0	0	0	1	0
BLOC1S3_-_45683984.23-P2	15	4	3	42	43
BLOC1S3_+_45683940.23-P2	0	0	0	1	0
BLOC1S4_-_6717933.23-P1P2	0	0	1	0	0
BLOC1S5_-_8064584.23-P1P2	1	1	0	0	0
BLOC1S5_+_8064577.23-P1P2	0	0	1	1	1
BLOC1S5_+_8064601.23-P1P2	0	0	0	1	0
BLOC1S5_+_8064623.23-P1P2	41	18	15	73	75
BLOC1S6_-_45879578.23-P1P2	1	0	0	1	0
BLOC1S6_-_45879637.23-P1P2	0	0	0	1	0
BLOC1S6_+_45879562.23-P1P2	0	0	0	0	1
BLOC1S6_+_45879600.23-P1P2	0	1	0	1	0
BLVRA_-_43798338.23-P1	1	0	0	0	0
BLVRA_-_43798688.23-P1	1	0	0	0	0
BLVRA_+_43798673.23-P1	13	8	4	38	3
BLVRA_+_43803794.23-P2	1	1	0	0	0
BLVRA_+_43804242.23-P2	50	30	69	52	35
BLVRA_+_43804270.23-P2	0	0	0	1	0
BLVRB_-_40971612.23-P1P2	0	0	0	1	0
BLZF1_-_169337459.23-P1P2	0	0	0	0	1
BLZF1_-_169337477.23-P1P2	1	1	0	2	1
BLZF1_+_169337853.23-P1P2	0	0	0	1	1
BMF_-_40400623.23-P1P2	1	0	0	1	1
BMF_-_40401059.23-P1P2	4	15	8	5	16
BMF_-_40401064.23-P1P2	0	1	1	0	0
BMF_+_40401052.23-P1P2	0	0	1	0	0
BMI1_-_22610202.23-P1P2	14	26	29	77	28
BMI1_-_22610370.23-P1P2	0	1	0	1	0
BMI1_-_22610505.23-P1P2	4	4	4	11	13
BMI1_+_22610019.23-P1P2	2	0	1	2	0
BMP1_-_22023348.23-P1P2	2	3	2	4	2
BMP1_+_22022879.23-P1P2	0	0	0	1	0
BMP1_+_22022981.23-P1P2	0	0	0	1	0
BMP1_+_22023302.23-P1P2	0	1	0	0	0
BMP10_+_69098074.23-P1P2	1	0	0	0	0
BMP2_-_6748783.23-P1	0	1	0	0	0
BMP2_-_6751178.23-P2	0	0	0	1	0
BMP2_+_6748351.23-P1	0	0	0	1	1
BMP2_+_6748418.23-P1	8	20	26	29	26
BMP2_+_6748811.23-P1	6	2	0	3	8
BMP2_+_6750787.23-P2	0	0	0	1	0
BMP2_+_6751193.23-P2	1	0	0	0	0
BMP2K_-_79697913.23-P1P2	0	0	0	3	1
BMP2K_+_79697973.23-P1P2	0	0	1	0	0
BMP3_-_81951975.23-P1P2	0	0	1	0	0
BMP3_+_81951992.23-P1P2	0	0	0	0	1
BMP4_-_54419666.23-P2	8	0	1	0	0
BMP4_-_54419675.23-P2	22	8	1	29	3
BMP4_-_54419696.23-P2	13	5	9	4	6
BMP4_+_54423266.23-P1	0	0	0	2	0
BMP4_+_54423475.23-P1	1	0	0	0	0
BMP4_+_54423527.23-P1	4	0	0	0	0
BMP5_+_55740317.23-P1P2	0	0	0	1	0
BMP5_+_55740337.23-P1P2	0	0	1	2	0
BMP5_+_55740358.23-P1P2	0	0	1	1	0
BMP6_-_7726346.23-P1P2	2	0	1	0	0
BMP6_+_7726337.23-P1P2	0	0	0	0	1
BMP6_+_7726407.23-P1P2	8	3	0	4	9
BMP6_+_7726766.23-P1P2	3	1	5	0	2
BMP7_+_55841657.23-P1P2	0	0	0	1	0
BMP7_+_55841679.23-P1P2	0	0	0	1	0
BMP8A_-_39957383.23-P1P2	0	0	0	1	0
BMP8B_-_40254455.23-P1P2	0	0	1	2	1
BMP8B_+_40254435.23-P1P2	0	0	1	0	0
BMP8B_+_40254524.23-P1P2	0	0	0	1	1
BMPER_-_33945207.23-P1P2	0	0	0	2	0
BMPER_+_33945211.23-P1P2	0	0	0	0	1
BMPR1A_-_88516386.23-P1P2	1	0	0	1	0
BMPR1A_-_88516862.23-P1P2	0	0	1	0	0
BMPR1A_+_88516399.23-P1P2	0	1	0	0	0
BMPR1B_-_95679183.23-P1P2	1	0	0	0	0
BMPR1B_-_95679535.23-P1P2	0	0	0	1	0
BMPR1B_-_95679541.23-P1P2	4	3	0	12	1
BMPR1B_-_95679577.23-P1P2	0	0	0	0	1
BMPR2_+_203241081.23-P1P2	0	0	1	0	0
BMPR2_+_203241093.23-P1P2	0	1	1	0	0
BMPR2_+_203241440.23-P1P2	0	0	0	1	3
BMS1_-_43278259.23-P1P2	14	2	7	15	11
BMS1_-_43278438.23-P1P2	0	0	0	2	0
BMX_+_15518931.23-P1P2	0	0	0	0	1
BMX_+_15519408.23-P1P2	0	0	0	1	0
BMX_+_15519413.23-P1P2	0	0	2	0	0
BNC1_-_83953180.23-P1P2	0	0	0	2	0
BNC1_-_83953399.23-P1P2	30	2	22	15	8
BNC1_-_83953421.23-P1P2	0	0	1	1	0
BNC1_+_83952959.23-P1P2	0	0	0	1	0
BNC2_+_16870312.23-P1P2	2	6	0	0	1
BNC2_+_16870381.23-P1P2	1	0	0	0	0
BNIP1_+_172572005.23-P1P2	0	0	0	1	2
BNIP2_-_59981473.23-P1P2	1	0	0	0	1
BNIP2_-_59981482.23-P1P2	7	29	2	21	0
BNIP2_-_59981496.23-P1P2	0	0	0	1	0
BNIP3_-_133795066.23-P1P2	0	0	0	1	0
BNIP3_-_133795465.23-P1P2	15	74	56	79	100
BNIP3_+_133795003.23-P1P2	10	0	1	0	0
BNIP3L_-_26240609.23-P1P2	18	18	3	37	9
BNIP3L_-_26240851.23-P1P2	1	0	0	0	1
BNIP3L_+_26240600.23-P1P2	0	0	1	1	0
BNIP3L_+_26240653.23-P1P2	1	0	0	0	0
BNIP3L_+_26241006.23-P1P2	23	8	3	34	1
BNIPL_+_151009061.23-P1P2	1	1	0	0	0
BOC_-_112930359.23-P1P2	42	31	36	160	48
BOC_+_112930423.23-P1P2	0	0	1	1	0
BOD1_-_173043645.23-P1P2	18	5	11	1	5
BOD1_+_173043087.23-P1P2	1	0	0	0	0
BOD1_+_173043192.23-P1P2	0	0	0	1	0
BOD1L1_-_13616144.23-P2	0	0	0	1	0
BOD1L1_-_13616170.23-P2	32	9	0	4	14
BOD1L1_-_13629247.23-P1	9	2	0	7	9
BOD1L1_-_13629264.23-P1	0	0	0	1	0
BOD1L1_-_13629267.23-P1	0	0	1	0	0
BOD1L1_+_13616179.23-P2	14	8	3	16	2
BOD1L2_-_54814352.23-P1P2	0	0	0	1	1
BOD1L2_-_54814732.23-P1P2	0	0	1	0	1
BOD1L2_+_54814344.23-P1P2	1	0	1	3	2
BOD1L2_+_54814347.23-P1P2	1	0	1	0	0
BOK_-_242498347.23-P1P2	3	13	6	22	23
BOLA1_+_149858450.23-P1	0	0	0	2	0
BOLA1_+_149858510.23-P1	0	2	0	1	0
BOLA1_+_149871186.23-P2	1	0	0	0	0
BOLA1_+_149871570.23-P2	0	0	0	1	0
BOLA3_+_74374936.23-P1P2	6	0	0	0	0
BOLL_-_198650491.23-P1P2	0	0	2	1	1
BOLL_-_198650852.23-P1P2	2	0	0	22	15
BOLL_-_198650943.23-P1P2	14	20	4	38	22
BOLL_+_198650696.23-P1P2	0	0	0	1	0
BOP1_-_145512657.23-P2	0	0	0	0	1
BOP1_-_145514696.23-P1	0	0	1	1	0
BOP1_-_145515104.23-P1	0	0	1	1	0
BOP1_+_145512466.23-P2	17	22	6	63	28
BOP1_+_145512842.23-P2	0	0	0	2	2
BOP1_+_145515036.23-P1	0	0	0	1	0
BOP1_+_145515084.23-P1	16	7	10	10	10
BORA_+_73302106.23-P1P2	10	2	0	8	3
BPGM_-_134331619.23-P1P2	13	0	1	16	7
BPGM_-_134331625.23-P1P2	4	0	0	0	5
BPGM_-_134331644.23-P1P2	12	8	1	8	0
BPGM_+_134331611.23-P1P2	1	0	2	4	2
BPHL_-_3118980.23-P1P2	0	1	1	0	0
BPHL_+_3118965.23-P1P2	0	1	0	0	0
BPHL_+_3118994.23-P1P2	0	0	0	2	1
BPI_+_36932636.23-P1P2	0	1	1	3	1
BPI_+_36933042.23-P1P2	0	0	0	0	1
BPIFA1_-_31823806.23-P1	1	0	1	0	0
BPIFA1_-_31823809.23-P1	19	11	11	37	31
BPIFA1_-_31825581.23-P2	0	0	1	1	0
BPIFA1_+_31823878.23-P1	3	0	0	0	0
BPIFA1_+_31825603.23-P2	1	0	0	0	0
BPIFA1_+_31825613.23-P2	3	0	0	2	0
BPIFA2_-_31756341.23-P1P2	0	1	0	1	0
BPIFA2_+_31755961.23-P1P2	31	14	46	275	150
BPIFA3_-_31805188.23-P1P2	0	0	0	1	1
BPIFA3_+_31805131.23-P1P2	1	0	0	0	0
BPIFA3_+_31805169.23-P1P2	0	0	0	0	2
BPIFB1_-_31870995.23-P1P2	2	0	4	0	0
BPIFB1_-_31871026.23-P1P2	0	0	1	0	0
BPIFB1_-_31871250.23-P1P2	1	0	0	2	0
BPIFB1_+_31871038.23-P1P2	0	0	1	1	0
BPIFB2_-_31595531.23-P1P2	0	0	0	1	3
BPIFB2_-_31595570.23-P1P2	3	0	0	0	0
BPIFB2_+_31595525.23-P1P2	0	0	0	0	1
BPIFB2_+_31595557.23-P1P2	0	0	1	0	0
BPIFB3_-_31643314.23-ENST00000375494.3	0	0	0	1	1
BPIFB3_+_31643207.23-ENST00000375494.3	6	3	0	0	5
BPIFB3_+_31643672.23-ENST00000375494.3	0	0	1	0	0
BPIFB4_+_31667499.23-P1P2	0	0	0	0	1
BPIFB4_+_31667502.23-P1P2	66	367	388	394	429
BPIFB6_-_31611758.23-P1P2	0	0	0	0	1
BPIFB6_+_31611686.23-P1P2	0	0	1	0	0
BPIFC_-_32860042.23-P1P2	5	1	0	53	0
BPIFC_+_32860165.23-P1P2	0	0	0	0	1
BPIFC_+_32860394.23-P1P2	1	1	0	2	1
BPIFC_+_32860410.23-P1P2	0	1	0	0	0
BPNT1_+_220263103.23-P1P2	0	2	0	1	0
BPNT1_+_220263154.23-P1P2	0	0	0	1	0
BPTF_+_65821705.23-P1P2	0	0	1	0	0
BRAF_-_140624678.23-P1P2	0	0	0	0	1
BRAP_-_112123361.23-P1P2	0	0	0	1	0
BRAT1_+_2595076.23-P1P2	6	1	1	26	4
BRAT1_+_2595119.23-P1P2	0	0	1	0	0
BRCA1_+_41277028.23-P1P2	0	0	0	1	1
BRCA1_+_41277085.23-P1P2	0	0	0	1	0
BRCA2_-_32889642.23-P1P2	0	0	0	0	1
BRCC3_-_154299805.23-P1P2	35	17	63	28	24
BRCC3_-_154300006.23-P1P2	0	0	0	1	0
BRCC3_+_154300154.23-P1P2	20	79	60	148	82
BRD1_-_50221063.23-P1P2	2	0	2	8	4
BRD1_-_50221481.23-P1P2	12	20	23	49	13
BRD1_-_50221522.23-P1P2	0	0	0	1	0
BRD2_-_32938775.23-P2	46	15	4	44	20
BRD2_+_32938718.23-P2	1	0	0	3	0
BRD2_+_32938799.23-P2	0	1	0	0	0
BRD2_+_32940040.23-P1	0	1	0	0	0
BRD3_-_136933086.23-P1P2	0	5	0	0	5
BRD4_-_15390745.23-ENST00000263377.2,ENST00000371835.4	0	0	1	1	0
BRD7_-_50402449.23-P1P2	0	1	0	1	0
BRD7_-_50402623.23-P1P2	9	0	1	4	9
BRD8_+_137513959.23-P1P2	1	0	0	0	0
BRDT_+_92414997.23-P1P2	1	0	0	0	0
BRDT_+_92415234.23-P1P2	1	0	0	0	2
BRE_-_28113650.23-P1P2	0	0	0	1	1
BRE_+_28113682.23-P1P2	0	0	0	1	0
BRE_+_28114019.23-P1P2	7	0	2	0	1
BRF1_+_105767326.23-P1P2	9	0	0	0	0
BRF2_-_37707179.23-P1P2	0	0	0	1	0
BRF2_-_37707367.23-P1P2	0	0	0	1	0
BRF2_-_37707381.23-P1P2	0	0	0	0	1
BRF2_-_37707385.23-P1P2	7	0	1	5	0
BRF2_+_37707146.23-P1P2	3	0	0	0	0
BRI3_+_97911410.23-P1P2	39	13	46	20	20
BRI3BP_-_125478227.23-P1P2	0	0	1	1	3
BRI3BP_-_125478553.23-P1P2	0	0	0	1	0
BRI3BP_+_125478256.23-P1P2	0	0	1	0	0
BRICD5_-_2260791.23-P1P2	0	0	0	1	0
BRICD5_+_2260841.23-P1P2	0	0	0	1	0
BRINP1_-_122131719.23-P1P2	0	1	1	0	0
BRINP1_+_122131327.23-P1P2	0	0	0	1	0
BRINP1_+_122131664.23-P1P2	0	0	0	1	0
BRINP2_-_177140140.23-P1P2	0	0	0	1	0
BRINP2_+_177140448.23-P1P2	7	0	2	3	5
BRINP3_-_190446681.23-P1	0	0	0	1	0
BRINP3_-_190446885.23-P1	0	0	1	0	0
BRINP3_+_190443888.23-P2	0	0	0	1	0
BRINP3_+_190443893.23-P2	21	16	25	18	12
BRIP1_-_59940823.23-P1P2	0	0	1	0	0
BRIP1_+_59940824.23-P1P2	6	0	0	0	0
BRIX1_-_34915846.23-P1P2	0	1	0	0	0
BRIX1_-_34915874.23-P1P2	22	0	0	0	0
BRK1_-_10157414.23-P1P2	1	11	7	15	1
BRK1_-_10157427.23-P1P2	94	125	165	1824	1005
BRK1_-_10157433.23-P1P2	0	0	0	2	0
BRK1_+_10157819.23-P1P2	0	0	1	0	0
BRMS1_-_66112193.23-P1P2	0	0	1	0	0
BRMS1_+_66112527.23-P1P2	0	0	0	4	1
BRMS1L_-_36295629.23-P1P2	0	0	0	1	0
BRMS1L_-_36295638.23-P1P2	0	0	0	1	1
BRMS1L_+_36295998.23-P1P2	13	8	4	24	20
BRMS1L_+_36296010.23-P1P2	0	0	0	1	3
BRMS1L_+_36296040.23-P1P2	1	0	1	0	0
BRPF1_+_9773474.23-P1P2	5	0	0	1	0
BRPF1_+_9773489.23-P1P2	0	0	0	4	1
BRPF3_-_36164729.23-P1P2	0	0	0	0	1
BRPF3_+_36165067.23-P1P2	10	12	4	1	11
BRPF3_+_36165108.23-P1P2	0	0	0	0	1
BRS3_-_135570202.23-P1P2	0	1	0	1	0
BRS3_+_135570576.23-P1P2	1	1	1	1	1
BRSK1_-_55795404.23-P1P2	0	0	0	1	0
BRSK1_-_55795754.23-P1P2	0	0	0	1	1
BRSK1_-_55795805.23-P1P2	0	4	0	1	2
BRSK2_-_1411539.23-P1P2	0	0	0	1	0
BRSK2_-_1411573.23-P1P2	0	0	1	0	0
BRSK2_+_1411183.23-P1P2	1	1	1	5	3
BRWD1_-_40685114.23-P1P2	0	0	4	2	0
BRWD1_+_40685497.23-P1P2	0	0	1	2	1
BRWD1_+_40685535.23-P1P2	0	2	1	1	1
BRWD1_+_40685538.23-P1P2	0	0	0	2	1
BRWD3_-_80065007.23-P1P2	1	0	1	0	1
BSCL2_-_62473706.23-P1	0	0	0	1	0
BSCL2_-_62476935.23-P2	0	0	0	0	1
BSCL2_-_62476975.23-P2	0	0	0	1	0
BSCL2_-_62476988.23-P2	0	0	0	0	1
BSCL2_+_62473530.23-P1	14	4	11	7	2
BSCL2_+_62473569.23-P1	10	2	7	3	4
BSCL2_+_62473667.23-P1	0	0	0	0	2
BSCL2_+_62473673.23-P1	34	53	39	55	72
BSCL2_+_62476557.23-P2	2	0	0	0	6
BSDC1_-_32859636.23-P1P2	0	1	0	0	1
BSDC1_+_32860003.23-P1P2	0	1	0	0	0
BSDC1_+_32860033.23-P1P2	0	0	1	0	0
BSDC1_+_32860047.23-P1P2	0	0	1	0	0
BSG_-_573027.23-P1P2	0	0	0	3	1
BSN_-_49592554.23-P1P2	0	1	1	0	0
BSN_+_49592365.23-P1P2	0	0	0	0	1
BSND_-_55464610.23-P1P2	0	0	0	0	1
BSND_+_55464949.23-P1P2	0	1	0	0	0
BSPH1_-_48495392.23-P1P2	228	146	200	429	191
BSPRY_-_116111844.23-P1P2	1	0	0	0	0
BSPRY_-_116112090.23-P1P2	0	1	1	0	0
BSPRY_-_116112226.23-P1P2	0	0	0	1	0
BST1_-_15704748.23-P1P2	0	0	0	1	0
BST1_-_15704751.23-P1P2	9	3	4	29	24
BST1_+_15704762.23-P1P2	1	0	0	0	0
BST2_+_17516013.23-P1P2	0	0	0	1	1
BST2_+_17516384.23-P1P2	0	0	0	1	0
BSX_-_122852138.23-P1P2	0	0	0	1	0
BSX_-_122852231.23-P1P2	7	0	1	9	8
BSX_-_122852478.23-P1P2	0	0	1	0	0
BSX_+_122852089.23-P1P2	0	0	0	1	0
BSX_+_122852095.23-P1P2	0	0	0	0	1
BTAF1_-_93683578.23-P1P2	7	0	0	0	0
BTBD1_-_83735818.23-P1P2	0	1	0	1	0
BTBD1_-_83735898.23-P1P2	7	0	0	0	0
BTBD1_+_83735962.23-P1P2	7	96	7	251	167
BTBD10_-_13461551.23-P2	0	0	0	2	2
BTBD10_-_13461786.23-P2	0	0	0	0	1
BTBD10_+_13461634.23-P2	0	0	0	1	0
BTBD10_+_13484445.23-P1	0	0	0	1	0
BTBD10_+_13484482.23-P1	0	0	0	1	0
BTBD11_-_107712233.23-P1	1	0	3	0	0
BTBD11_-_107712265.23-P1	0	0	0	1	0
BTBD11_-_107712562.23-P1	2	0	0	2	0
BTBD11_+_107712217.23-P1	77	50	63	127	47
BTBD11_+_107712230.23-P1	0	0	0	2	0
BTBD11_+_107974944.23-P2	6	0	0	0	5
BTBD11_+_107974991.23-P2	8	4	1	1	0
BTBD16_-_124030878.23-ENST00000260723.4,ENST00000368994.2	143	486	473	1882	992
BTBD16_-_124031204.23-ENST00000260723.4,ENST00000368994.2	1	1	0	0	0
BTBD16_+_124030839.23-ENST00000260723.4,ENST00000368994.2	0	0	4	0	1
BTBD17_-_72357548.23-P1P2	55	38	20	110	87
BTBD17_-_72357954.23-P1P2	0	0	0	1	1
BTBD17_+_72357999.23-P1P2	21	60	42	41	29
BTBD17_+_72358021.23-P1P2	0	1	0	0	0
BTBD18_-_57518435.23-ENST00000436147.3	151	356	419	1632	547
BTBD18_-_57518621.23-ENST00000436147.3	0	0	0	1	0
BTBD18_-_57518884.23-ENST00000422652.1	0	0	1	0	0
BTBD18_+_57518459.23-ENST00000436147.3	2	0	1	1	0
BTBD18_+_57519147.23-ENST00000422652.1	0	0	1	0	0
BTBD19_+_45274216.23-P1P2	32	12	23	10	6
BTBD2_-_2015006.23-P1P2	9	16	11	8	19
BTBD2_+_2015290.23-P1P2	13	4	10	6	7
BTBD2_+_2015698.23-P1P2	12	5	2	1	1
BTBD3_-_11871483.23-P1P2	0	0	1	2	0
BTBD3_-_11871721.23-P1P2	48	10	22	97	19
BTBD6_-_105715213.23-P1P2	4	1	0	19	5
BTBD6_+_105715351.23-P1P2	5	1	2	0	0
BTBD6_+_105715401.23-P1P2	0	0	0	1	0
BTBD7_-_93799172.23-P1P2	1	0	0	0	0
BTBD7_-_93799387.23-P1P2	0	0	0	1	0
BTBD7_+_93799194.23-P1P2	0	1	0	0	1
BTBD8_-_92545941.23-P1P2	0	0	1	0	0
BTBD8_-_92546287.23-P1P2	4	5	34	8	16
BTBD9_-_38607281.23-P1P2	1	0	1	1	0
BTBD9_+_38607285.23-P1P2	0	0	0	0	1
BTBD9_+_38607525.23-P1P2	0	0	0	1	0
BTC_-_75719643.23-P1P2	5	0	0	0	0
BTC_-_75719690.23-P1P2	33	20	20	34	36
BTC_+_75719238.23-P1P2	48	153	247	753	638
BTD_-_15643297.23-P1P2	51	73	40	99	91
BTD_+_15643742.23-P1P2	84	25	51	172	178
BTD_+_15644015.23-P1P2	1	0	0	0	1
BTF3_-_72794533.23-P1P2	0	0	0	1	0
BTF3_+_72794266.23-P1P2	0	0	0	0	1
BTF3_+_72794288.23-P1P2	13	0	0	11	5
BTF3L4_-_52522063.23-P1P2	0	0	0	0	1
BTF3L4_-_52522437.23-P1P2	0	0	0	1	0
