GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0005484 SNAP receptor activity	0.285	-0.318	5.070	-1.698	-1.698	-1.698	-0.990	-0.573	1.996	0.783	-0.573
GO:0035019 somatic stem cell population maintenance	-0.809	4.387	1.204	-1.781	-0.809	-1.781	-1.781	-1.210	2.346	-0.526	0.907
GO:0004693 cyclin-dependent protein serine/threonine kinase activity	-1.201	3.821	0.572	-1.201	-1.201	-0.609	-1.201	-0.609	0.928	2.458	-1.200
GO:0051603 proteolysis involved in cellular protein catabolic process	-0.513	0.302	1.055	-1.326	-0.836	-2.112	-2.112	-0.836	4.504	2.268	-0.300
GO:0070588 calcium ion transmembrane transport	-0.331	1.296	0.273	-1.081	-2.758	-2.211	-2.211	-0.624	0.677	4.358	2.126
GO:0032720 negative regulation of tumor necrosis factor production	-0.500	-0.266	0.339	-0.892	-1.574	-0.892	-1.574	-1.574	4.760	2.778	0.339
GO:0016485 protein processing	-0.599	0.416	2.013	-0.599	-2.278	-2.278	-0.948	-1.464	1.231	4.084	0.246
GO:0045095 keratin filament	-2.293	-2.293	-1.301	0.558	0.970	2.914	1.222	2.521	-1.735	-1.735	0.269
GO:0004222 metalloendopeptidase activity	-2.251	0.322	1.006	-0.772	-2.871	-1.755	-1.032	-0.405	1.006	1.508	4.962
GO:0006839 mitochondrial transport	-0.836	0.499	2.268	-0.836	-1.326	-2.112	-2.112	-0.300	1.816	3.303	-0.836
GO:0008584 male gonad development	-1.187	0.406	2.412	-1.564	-1.564	-2.035	-0.887	-2.035	0.951	2.412	2.784
GO:0015631 tubulin binding	0.546	1.511	2.408	-1.258	-2.029	-2.029	-1.258	-1.258	2.926	-0.471	0.334
GO:0042552 myelination	-1.292	0.522	0.317	-2.071	-1.292	-0.809	-2.071	-0.285	2.844	3.985	0.318
GO:0005637 nuclear inner membrane	-0.451	3.584	4.199	-1.224	-1.988	-1.224	-1.224	-0.755	0.848	-0.256	-0.754
GO:0012507 ER to Golgi transport vesicle membrane	-0.864	-0.316	1.759	-2.154	-1.361	-1.361	-1.361	-0.534	2.687	3.785	-0.316
GO:0043621 protein self-association	-0.976	0.612	1.955	-0.976	-2.319	-0.976	-1.499	-1.499	4.590	0.876	0.398
GO:0033572 transferrin transport	-0.453	-0.234	0.984	-1.491	-1.491	-1.491	-0.453	-0.828	5.848	1.389	-0.827
GO:0015914 phospholipid transport	-1.023	1.477	2.984	-1.023	-1.739	-1.739	-1.739	-0.599	1.477	1.477	-0.335
GO:0030532 small nuclear ribonucleoprotein complex	-0.745	3.181	4.056	-0.745	-0.745	-0.745	-0.745	-0.745	0.655	-0.745	-0.745
GO:0007032 endosome organization	-0.860	-0.250	2.874	-1.532	-1.532	-1.532	-1.532	-0.250	2.874	1.332	-0.250
GO:0008135 translation factor activity, RNA binding	-0.279	0.978	6.542	-0.579	-1.159	-1.159	-1.159	-0.579	0.978	-0.579	-1.159
GO:0005881 cytoplasmic microtubule	-0.675	0.654	3.284	-1.863	-0.675	-1.123	-1.123	-1.863	3.893	0.409	-0.391
GO:0032465 regulation of cytokinesis	-0.828	-0.828	3.669	-0.828	-0.828	-0.828	-0.828	-0.828	3.669	0.566	-0.351
GO:0005518 collagen binding	0.288	1.591	0.459	-1.746	-1.180	-1.746	-1.746	-1.180	-0.785	2.408	3.914
GO:0005884 actin filament	0.262	0.627	1.167	-2.692	-1.817	-1.817	-2.692	0.627	1.167	2.286	0.627
GO:0050731 positive regulation of peptidyl-tyrosine phosphorylation	-0.521	1.563	1.262	-1.446	-1.446	-1.446	-3.646	-1.051	2.258	1.262	1.264
GO:0042169 SH2 domain binding	-1.284	1.241	3.549	-1.284	-1.284	-0.341	-1.284	-1.284	1.241	1.241	-0.670
GO:0001725 stress fiber	0.302	0.302	3.303	-2.112	-2.112	-1.326	-2.112	-0.513	1.411	1.055	0.751
GO:0009749 response to glucose	-0.985	2.802	0.712	-0.985	-0.985	-0.985	-2.941	-1.422	3.778	0.965	-0.275
GO:0008139 nuclear localization sequence binding	-1.076	0.684	7.022	-1.076	-0.241	-1.076	-1.076	-1.076	0.371	0.371	-0.520
GO:0030864 cortical actin cytoskeleton	-0.990	0.501	-0.573	-1.698	-1.698	-0.573	-1.698	-0.573	3.696	1.996	1.534
GO:0019216 regulation of lipid metabolic process	0.504	1.453	0.692	-2.765	-2.765	-1.531	-2.061	-0.257	3.326	1.167	0.350
GO:0046933 proton-transporting ATP synthase activity, rotational mechanism	-0.745	-0.298	4.056	-0.745	-0.745	-0.745	-0.745	-0.298	4.056	-0.745	-0.745
GO:0007173 epidermal growth factor receptor signaling pathway	-0.398	0.379	4.485	-1.005	-1.534	-2.361	-1.534	-0.235	3.335	-0.398	-0.398
GO:0006805 xenobiotic metabolic process	-0.504	0.404	1.296	-1.930	-0.729	-1.930	-2.617	-1.417	1.602	3.588	1.297
GO:0006325 chromatin organization	-0.605	5.798	1.726	-1.330	-0.908	-1.330	-2.817	-0.240	0.790	-0.605	-0.239
GO:0004715 non-membrane spanning protein tyrosine kinase activity	-0.300	1.411	1.411	-2.112	-2.112	-1.326	-1.326	-0.836	2.268	2.268	-0.512
GO:0051384 response to glucocorticoid	-0.263	2.421	0.342	-2.899	-1.391	-0.959	-1.996	-0.646	0.342	4.403	0.519
GO:0007040 lysosome organization	-0.892	1.720	0.339	-0.892	-1.574	-1.574	-1.574	-0.500	4.049	1.720	-0.500
GO:0045732 positive regulation of protein catabolic process	-0.452	1.366	0.755	-1.639	-2.485	-2.485	-1.092	0.331	2.603	2.150	-0.451
GO:0006099 tricarboxylic acid cycle	-0.702	0.480	2.769	-0.702	-1.325	-1.325	-1.325	-0.702	4.903	0.247	-0.701
GO:0001558 regulation of cell growth	-0.688	2.306	0.688	-1.453	-2.068	-1.453	-2.068	-1.011	3.699	0.481	1.223
GO:0005544 calcium-dependent phospholipid binding	-1.190	0.597	1.619	-1.190	-1.946	-0.728	-1.190	-1.946	0.883	0.883	3.685
GO:0071479 cellular response to ionizing radiation	0.231	3.303	1.577	-1.366	-1.366	-1.366	-1.366	-1.366	1.577	0.453	-0.384
GO:0043627 response to estrogen	0.459	0.459	1.243	-0.785	-2.609	-1.746	-1.180	-2.609	1.243	1.980	1.592
GO:0000289 nuclear-transcribed mRNA poly(A) tail shortening	-0.320	1.301	3.681	-1.242	-1.242	-1.242	-1.242	0.539	1.795	-1.242	-0.640
GO:0048015 phosphatidylinositol-mediated signaling	-0.345	1.987	1.392	-1.235	-1.618	-2.699	-2.699	-1.235	1.676	1.392	1.393
GO:0009791 post-embryonic development	0.326	0.484	5.001	-2.432	-1.278	-1.278	-1.768	-0.632	3.002	-0.277	-0.426
GO:0051287 NAD binding	-0.300	0.527	5.984	-1.656	-0.957	-1.656	-1.656	0.302	1.176	-0.300	-0.548
GO:0051276 chromosome organization	-0.260	3.365	2.051	-1.118	-1.118	-1.118	-1.118	-1.118	0.644	1.031	-1.117
GO:0002474 antigen processing and presentation of peptide antigen via MHC class I	-1.076	-0.241	0.684	-1.076	-1.076	-1.076	-1.076	-0.520	3.505	3.505	-0.520
GO:0006295 nucleotide-excision repair, DNA incision, 3'-to lesion	-0.911	0.873	1.931	-0.911	-0.911	-0.911	-0.406	-0.911	5.053	-0.406	-0.910
GO:0006378 mRNA polyadenylation	-0.640	3.681	2.989	-1.242	-1.242	-1.242	-1.242	-0.640	0.880	0.283	-0.640
GO:0016126 sterol biosynthetic process	-0.320	-1.242	0.880	-1.242	-1.242	-0.640	-0.640	-1.242	0.880	6.112	0.283
GO:0038083 peptidyl-tyrosine autophosphorylation	0.370	0.370	0.883	-1.946	-1.946	-1.946	-1.190	-0.728	3.683	1.619	0.370
GO:0065009 regulation of molecular function	-0.434	-0.690	2.211	-2.444	-1.604	-1.062	-1.604	-0.690	3.172	1.410	1.075
GO:0051973 positive regulation of telomerase activity	-0.407	2.569	4.593	-0.764	-0.764	-1.408	-1.408	-0.764	0.716	0.216	-1.407
GO:0090307 mitotic spindle assembly	-0.640	4.434	1.301	-1.242	-0.640	-1.242	-1.242	0.283	1.795	-0.640	-1.242
GO:0045787 positive regulation of cell cycle	-0.300	1.593	2.068	-1.656	-1.656	-0.957	-1.656	-1.656	0.527	2.068	0.528
GO:0019882 antigen processing and presentation	0.254	-0.354	1.422	-1.781	-1.056	-1.781	-1.056	-1.781	1.039	3.482	1.040
GO:0002224 toll-like receptor signaling pathway	-0.702	-0.411	-0.702	-1.905	-1.905	-0.702	-0.702	-0.702	1.676	3.786	2.639
GO:0006513 protein monoubiquitination	-1.284	1.719	4.281	-1.284	-1.284	-1.284	-1.284	-0.341	0.836	0.264	0.264
GO:0035257 nuclear hormone receptor binding	-0.952	2.471	2.471	-0.952	-0.952	-0.952	-0.434	-0.952	2.471	-0.434	-0.952
GO:0006913 nucleocytoplasmic transport	-1.035	5.336	2.914	-1.035	-0.491	-1.035	-1.035	-0.491	-0.491	-0.222	-0.491
GO:0030315 T-tubule	1.593	1.176	-0.549	-0.957	-0.957	-1.656	-1.656	-1.656	-0.300	3.809	0.820
GO:0035267 NuA4 histone acetyltransferase complex	-0.745	4.056	1.712	-0.745	-0.745	-0.745	-0.745	-0.745	1.712	-0.745	-0.745
GO:0019894 kinesin binding	-0.549	2.597	0.527	-0.957	-1.656	-0.957	-1.656	-0.957	3.178	1.593	-0.957
GO:0007612 learning	0.316	-1.675	4.682	-1.121	-1.121	-0.737	-0.737	-1.675	1.003	-0.737	3.020
GO:0016233 telomere capping	-1.076	6.046	1.088	-1.076	-1.076	-0.520	-1.076	0.684	-0.241	-0.241	-1.076
GO:0032880 regulation of protein localization	-0.577	2.074	6.897	-0.920	-1.430	-1.430	-1.430	0.259	-0.577	0.259	-0.577
GO:0001540 amyloid-beta binding	-0.755	0.848	-0.256	-1.988	-0.755	-1.224	-1.988	-1.224	1.564	2.482	2.483
GO:0005912 adherens junction	0.763	1.029	0.763	-1.361	-1.960	-1.960	-1.960	-1.960	2.062	0.763	2.063
GO:0051225 spindle assembly	-0.320	6.112	1.301	-1.242	-0.640	-1.242	-1.242	-0.320	0.539	-0.320	-1.242
GO:0030512 negative regulation of transforming growth factor beta receptor signaling pathway	0.262	0.875	1.874	-1.240	-1.240	-1.240	-2.692	-1.817	3.740	0.422	0.627
GO:0097191 extrinsic apoptotic signaling pathway	0.269	0.476	1.083	-1.739	-1.023	-1.739	-1.023	-1.739	2.430	2.984	-0.335
GO:0008286 insulin receptor signaling pathway	-0.255	0.724	1.553	-2.359	-1.223	-2.359	-1.223	-0.397	5.183	0.724	-0.594
GO:0042162 telomeric DNA binding	-0.491	2.248	5.336	-1.035	-1.035	-1.035	-1.035	-0.222	-0.222	-0.222	-1.035
GO:0001103 RNA polymerase II repressing transcription factor binding	-1.201	1.876	3.108	-1.201	-1.201	-0.609	-1.201	-1.201	1.876	0.303	-0.299
GO:0000079 regulation of cyclin-dependent protein serine/threonine kinase activity	-0.524	1.225	3.927	-1.615	-1.615	-1.615	-1.615	-0.283	0.858	0.858	-0.283
GO:0051537 2 iron, 2 sulfur cluster binding	-0.952	1.282	4.843	-0.952	-0.952	-0.952	-0.952	0.200	1.282	-0.434	-0.952
GO:0006342 chromatin silencing	0.715	5.523	1.422	-1.781	-1.056	-0.624	-1.781	-0.354	0.453	-1.056	-0.623
GO:0034451 centriolar satellite	-1.076	1.088	2.790	-1.076	-1.076	-0.520	-1.076	-0.520	3.505	-1.076	-0.240
GO:0017025 TBP-class protein binding	-0.434	0.457	5.779	-0.952	-0.952	-0.952	-0.434	-0.434	1.834	-0.952	-0.952
GO:0031295 T cell costimulation	-0.437	0.712	1.590	-2.032	-1.422	-2.941	-0.985	-0.985	0.712	2.802	1.591
GO:0005044 scavenger receptor activity	-0.836	0.499	0.302	-1.326	-1.326	-1.326	-1.326	-0.836	-0.300	2.268	5.861
GO:0003755 peptidyl-prolyl cis-trans isomerase activity	0.715	-0.624	4.118	-1.781	-0.624	-1.056	-1.781	-1.056	2.351	0.715	-0.623
GO:0000413 protein peptidyl-prolyl isomerization	0.715	-0.624	4.118	-1.781	-0.624	-1.056	-1.781	-1.056	2.351	0.715	-0.623
GO:0005070 SH3/SH2 adaptor activity	-0.235	-0.235	1.502	-1.534	-2.361	-0.644	-2.361	-1.005	2.816	1.898	0.588
GO:0003727 single-stranded RNA binding	-0.411	1.271	3.190	-1.905	-1.156	-1.156	-1.905	-0.702	2.132	0.919	-0.701
GO:0097542 ciliary tip	0.684	0.431	0.998	-1.089	-1.822	-1.822	-1.822	0.240	4.670	0.431	-0.649
GO:0040008 regulation of growth	-0.959	1.296	2.867	-1.996	-1.391	-1.996	-1.391	-0.421	3.347	0.519	-0.263
GO:0002062 chondrocyte differentiation	0.476	0.749	0.749	-1.739	-1.739	-1.739	-1.023	-1.739	1.477	1.083	1.928
GO:0030307 positive regulation of cell growth	-0.266	1.208	2.630	-1.736	-0.886	-3.355	-1.736	-0.412	2.630	0.701	-0.411
GO:0042060 wound healing	0.672	0.337	1.137	-0.832	-2.094	-2.094	-2.802	-0.832	0.488	4.194	1.138
GO:0006910 phagocytosis, recognition	-0.260	-1.604	-1.062	1.410	0.346	1.410	2.211	1.410	-2.444	-2.444	-0.690
GO:0005686 U2 snRNP	-0.787	3.017	3.854	-0.787	-0.787	-0.787	-0.787	-0.787	0.609	-0.324	-0.786
GO:0005666 DNA-directed RNA polymerase III complex	-0.787	3.854	3.017	-0.787	-0.787	-0.787	-0.787	-0.787	0.609	-0.324	-0.786
GO:0006506 GPI anchor biosynthetic process	-1.284	0.509	3.549	-1.284	-1.284	-0.671	-0.671	-1.284	2.876	0.509	-0.341
GO:0005671 Ada2/Gcn5/Ada3 transcription activator complex	-0.662	0.362	8.007	-0.662	-0.662	-0.662	-0.662	-0.662	0.362	-0.247	-0.662
GO:0030904 retromer complex	-0.911	1.356	3.336	-0.911	-0.406	-0.911	-0.911	-0.911	2.593	-0.406	-0.910
GO:0008333 endosome to lysosome transport	-0.924	-0.283	4.621	-1.615	-0.924	-0.524	-1.615	-0.524	3.281	-0.283	-0.283
GO:0030218 erythrocyte differentiation	-1.089	1.369	1.796	-1.089	-0.650	-1.822	-1.822	-0.650	3.381	0.998	-0.649
GO:0030742 GTP-dependent protein binding	-0.434	-0.434	0.821	-0.952	-0.952	-0.434	-0.952	-0.952	5.779	1.282	-0.952
GO:0045860 positive regulation of protein kinase activity	-1.062	1.410	0.541	-1.062	-1.062	-2.444	-1.062	-1.062	3.710	2.211	-0.260
GO:0016922 ligand-dependent nuclear receptor binding	-0.869	-0.869	2.036	-0.869	-0.869	0.236	-0.869	-0.869	5.279	0.236	-0.378
GO:0006006 glucose metabolic process	-1.121	2.092	1.687	-1.675	-0.737	-1.675	-1.675	-0.737	3.019	1.324	-0.737
GO:0030970 retrograde protein transport, ER to cytosol	-0.580	-0.580	0.892	-0.580	-0.580	-0.580	-0.580	-0.580	7.566	-0.199	-0.579
GO:0051881 regulation of mitochondrial membrane potential	0.283	-0.320	0.880	-1.242	-1.242	-1.242	-1.242	-0.320	6.112	0.539	-0.640
GO:0090630 activation of GTPase activity	-0.504	1.296	1.296	-1.930	-1.027	-2.617	-1.930	-1.027	2.706	0.782	1.603
GO:0045471 response to ethanol	-0.596	0.577	2.032	-1.811	-1.404	-1.404	-1.811	-1.404	2.716	3.093	0.302
GO:0031397 negative regulation of protein ubiquitination	-0.650	1.369	2.804	-1.822	-0.650	-1.822	-1.822	-0.650	1.796	0.998	-0.372
GO:0043967 histone H4 acetylation	-0.341	4.281	0.509	-1.284	-1.284	-1.284	-0.671	-0.671	1.719	0.836	-1.283
GO:0021915 neural tube development	0.597	0.597	2.558	-0.728	-1.946	-1.946	-0.728	-1.946	2.558	-0.431	0.598
GO:0009967 positive regulation of signal transduction	-0.359	1.131	0.405	-1.852	-2.734	-0.359	-1.852	-1.270	2.669	2.228	0.604
GO:0042383 sarcolemma	1.576	0.290	1.023	-2.226	-1.250	-2.226	-2.226	-0.917	1.285	3.026	0.594
GO:0031098 stress-activated protein kinase signaling cascade	-0.733	1.130	6.400	-1.366	-1.366	-0.733	-0.733	-0.733	0.754	0.231	-0.732
GO:0021987 cerebral cortex development	0.664	2.251	1.860	-3.024	-1.037	-2.104	-1.484	-1.037	1.187	0.664	0.463
GO:0003746 translation elongation factor activity	-1.035	1.658	4.461	-1.035	-1.035	-0.491	-1.035	-1.035	1.149	-0.491	-0.222
GO:0007223 Wnt signaling pathway, calcium modulating pathway	-0.453	0.646	4.309	-1.491	-1.491	-1.491	-0.828	-0.828	0.646	1.858	-0.453
GO:0001056 RNA polymerase III activity	-0.662	3.554	3.554	-0.662	-0.662	-0.662	-0.662	-0.662	0.362	-0.662	-0.662
GO:0032922 circadian regulation of gene expression	-0.622	5.229	0.397	-1.499	-1.499	-0.622	-2.319	-0.381	1.955	0.397	-0.381
GO:0005753 mitochondrial proton-transporting ATP synthase complex	-0.869	0.236	2.724	-0.869	-0.869	-0.869	-0.869	0.236	4.349	-0.378	-0.869
GO:0030674 protein binding, bridging	0.701	0.339	2.226	-1.736	-2.396	-2.396	-1.736	-0.613	1.854	0.936	1.209
GO:0030509 BMP signaling pathway	0.967	0.736	1.230	-3.687	-1.995	-0.770	-2.691	0.376	1.526	0.539	0.967
GO:0002755 MyD88-dependent toll-like receptor signaling pathway	-0.733	-0.385	1.130	-1.366	-1.366	-1.366	-1.366	-0.385	3.303	0.453	2.091
GO:0001501 skeletal system development	0.540	0.691	1.057	-4.109	-0.726	-2.277	-1.190	-1.190	1.272	2.337	1.509
GO:0015459 potassium channel regulator activity	0.339	0.339	0.898	-1.574	-1.574	-1.574	-1.574	-0.892	0.584	2.778	1.720
GO:0000788 nuclear nucleosome	-0.476	7.372	0.614	-0.860	-0.860	-0.250	-1.532	0.359	-0.250	-0.476	-1.531
GO:0031594 neuromuscular junction	-0.948	1.231	0.246	-2.278	-1.464	-1.464	-1.464	-0.365	2.969	1.600	1.232
GO:0006814 sodium ion transport	2.124	-0.331	0.859	-0.829	-4.279	-1.761	-1.388	-0.829	1.296	1.826	1.067
GO:1904115 axon cytoplasm	0.269	0.749	2.984	-1.739	-1.023	-1.023	-1.739	-0.599	3.587	-0.599	-0.335
GO:0004864 protein phosphatase inhibitor activity	-0.892	0.898	2.221	-1.574	-1.574	-0.500	-1.574	0.339	3.388	0.339	-0.892
GO:0042277 peptide binding	-0.737	0.498	3.538	-1.121	-1.675	-1.675	-2.526	0.498	1.687	1.003	-0.286
GO:0031100 animal organ regeneration	-1.224	1.999	0.571	-0.755	-1.988	-1.224	-1.988	-0.755	1.564	1.999	0.848
GO:0006656 phosphatidylcholine biosynthetic process	-0.733	0.231	1.130	-1.366	-0.733	-1.366	-1.366	-1.366	2.667	2.090	0.754
GO:0030331 estrogen receptor binding	-0.990	1.128	3.696	-1.698	-1.698	-0.990	-0.990	-0.990	1.534	0.501	0.502
GO:0009898 cytoplasmic side of plasma membrane	-1.156	1.676	1.271	-1.905	-0.702	-1.905	-1.156	-0.411	3.786	-0.228	0.389
GO:0001671 ATPase activator activity	-0.869	0.930	2.724	-0.869	-0.869	-0.869	-0.869	-0.869	3.496	-0.378	-0.378
GO:0005852 eukaryotic translation initiation factor 3 complex	-0.704	0.706	6.389	-0.704	-0.704	-0.704	-0.704	-0.704	0.706	-0.272	-0.704
GO:0022624 proteasome accessory complex	-0.704	-0.272	6.389	-0.704	-0.704	-0.704	-0.704	0.706	0.706	-0.704	-0.704
GO:0030593 neutrophil chemotaxis	-1.240	-1.817	0.262	-0.834	-0.834	0.262	-0.834	-1.817	2.735	0.875	4.295
GO:0043085 positive regulation of catalytic activity	-1.076	1.230	1.853	-1.995	-1.474	-1.995	-1.474	-0.770	2.596	1.230	0.967
GO:0005901 caveola	1.029	0.357	0.763	-0.934	-0.625	-2.858	-2.858	-0.934	1.029	2.934	0.539
GO:0001816 cytokine production	-0.260	-0.260	2.051	-1.118	-1.118	-1.118	-1.118	-1.118	-0.260	4.123	0.645
GO:1902476 chloride transmembrane transport	-0.418	0.651	0.325	-1.589	-1.589	-1.174	-1.174	-2.127	0.863	3.649	2.785
GO:0005507 copper ion binding	-0.348	1.651	1.651	-2.236	-2.236	-0.920	-1.430	-0.920	1.651	1.274	0.436
GO:0000956 nuclear-transcribed mRNA catabolic process	-0.745	1.128	5.020	-0.745	-0.745	-0.745	-0.745	-0.745	1.128	-0.298	-0.745
GO:0043410 positive regulation of MAPK cascade	1.682	1.081	0.289	-3.521	-1.361	-0.980	-1.865	-0.980	1.081	1.682	1.082
GO:0030515 snoRNA binding	0.217	6.024	1.356	-0.911	-0.911	-0.911	-0.911	-0.911	0.217	-0.406	-0.405
GO:0003688 DNA replication origin binding	-0.199	6.258	1.488	-0.580	-0.580	-0.580	-0.580	-0.580	-0.580	-0.580	-0.579
GO:0005680 anaphase-promoting complex	-0.911	3.336	2.593	-0.911	-0.911	-0.911	-0.911	0.217	0.873	-0.406	-0.910
GO:0006096 glycolytic process	-0.234	1.858	-0.453	-0.828	-1.491	-1.491	-1.491	-0.828	3.615	-0.234	1.389
GO:0030148 sphingolipid biosynthetic process	-0.300	0.499	1.816	-2.112	-0.513	-1.326	-2.112	-0.836	2.764	1.816	-0.512
GO:0005543 phospholipid binding	0.289	2.031	0.289	-1.865	-1.361	-1.865	-2.543	-0.313	0.831	3.727	0.435
GO:0006813 potassium ion transport	0.675	0.522	0.522	-1.627	-1.627	-2.028	-3.084	-0.593	2.062	1.512	2.370
GO:0071805 potassium ion transmembrane transport	1.220	0.370	-0.465	-2.568	-0.815	-1.336	-2.568	-1.051	1.992	1.713	2.613
GO:0071108 protein K48-linked deubiquitination	-1.076	-0.241	3.505	-0.520	-1.076	-1.076	-1.076	-0.241	1.088	2.147	-1.076
GO:0070300 phosphatidic acid binding	-0.704	-0.704	5.284	-0.704	-0.704	-0.704	-0.704	-0.704	0.332	1.821	-0.272
GO:0005088 Ras guanyl-nucleotide exchange factor activity	1.244	0.322	0.453	-1.032	-1.355	-2.871	-2.871	-0.566	0.795	2.812	1.799
GO:0003887 DNA-directed DNA polymerase activity	-0.279	4.765	1.431	-0.579	-1.159	-0.579	-1.159	-1.159	0.978	-0.279	-1.159
GO:0006936 muscle contraction	-0.451	0.975	-0.451	-0.867	-2.005	-1.537	-1.537	-1.537	2.458	3.232	1.490
GO:0007569 cell aging	0.572	1.364	1.876	-1.201	-1.201	-1.201	-1.201	-1.201	2.458	-0.609	0.303
GO:0045931 positive regulation of mitotic cell cycle	0.572	1.364	2.458	-1.201	-1.201	-1.201	-1.201	-1.201	1.876	0.303	-0.609
GO:0006164 purine nucleotide biosynthetic process	-0.662	6.738	0.362	-0.662	-0.662	-0.662	-0.662	-0.662	0.762	-0.247	-0.662
GO:0005978 glycogen biosynthetic process	-1.076	0.371	0.684	-1.076	-1.076	-0.520	-1.076	-1.076	5.134	0.684	0.372
GO:1904380 endoplasmic reticulum mannose trimming	-0.745	0.655	3.181	-0.745	-0.745	-0.745	-0.745	-0.745	3.181	-0.298	-0.745
GO:0048025 negative regulation of mRNA splicing, via spliceosome	-0.378	0.930	6.288	-0.869	-0.869	-0.869	-0.869	-0.378	0.527	-0.378	-0.869
GO:0019898 extrinsic component of membrane	-1.852	0.604	1.131	-0.565	-2.734	-1.852	-0.858	0.405	1.457	3.146	0.250
GO:0008219 cell death	-1.491	-0.234	0.984	0.380	-0.828	-0.828	-1.491	-1.491	5.054	-0.234	0.647
GO:0034399 nuclear periphery	-0.351	3.669	2.865	-0.828	-0.828	-0.828	-0.828	-0.828	0.566	-0.828	-0.351
GO:0007051 spindle organization	-0.869	5.279	2.036	-0.869	-0.869	-0.378	-0.869	-0.378	0.236	-0.869	-0.378
GO:0000422 mitophagy	-0.892	0.339	2.221	-1.574	-0.892	-1.574	-1.574	-0.500	1.720	2.221	0.339
GO:0008023 transcription elongation factor complex	-0.952	0.457	3.978	-0.952	-0.952	-0.952	-0.952	0.200	1.834	0.457	-0.952
GO:0042626 ATPase activity, coupled to transmembrane movement of substances	0.998	0.684	0.684	-1.089	-1.822	-1.822	-1.822	-1.089	0.998	2.275	0.684
GO:0048026 positive regulation of mRNA splicing, via spliceosome	-0.324	2.268	4.778	-0.787	-0.787	-0.787	-0.787	-0.787	-0.324	-0.787	0.279
GO:0006879 cellular iron ion homeostasis	-0.761	0.478	0.970	-0.488	-2.568	-1.710	-0.761	-0.301	5.839	0.478	-0.488
GO:0005795 Golgi stack	0.216	-0.764	3.188	-1.408	-1.408	-1.408	-1.408	0.216	2.009	0.716	0.427
GO:0017048 Rho GTPase binding	-0.385	3.303	1.577	-1.366	-1.366	-1.366	-1.366	-0.385	1.577	-0.385	0.231
GO:0005080 protein kinase C binding	0.883	0.370	4.311	-1.190	-1.946	-1.946	-1.190	0.370	0.883	0.370	-0.728
GO:0031122 cytoplasmic microtubule organization	-0.341	1.241	0.509	-1.284	-0.341	-1.284	-1.284	-1.284	5.070	0.264	-0.341
GO:0070034 telomerase RNA binding	-0.406	4.157	2.593	-0.911	-0.911	-0.911	-0.911	-0.406	0.491	-0.406	-0.910
GO:0051402 neuron apoptotic process	0.614	0.359	4.176	-1.532	-1.532	-0.860	-1.532	-0.476	0.940	0.940	-0.859
GO:0001731 formation of translation preinitiation complex	-0.621	2.068	4.779	-0.621	-0.621	-0.621	-0.621	-0.621	0.396	-0.621	-0.621
GO:0030855 epithelial cell differentiation	0.850	1.425	0.850	-1.089	-2.177	-2.177	-1.546	-0.752	0.850	3.473	-0.504
GO:0080008 Cul4-RING E3 ubiquitin ligase complex	-0.745	4.056	1.128	-0.745	-0.745	-0.745	-0.745	-0.745	1.712	-0.298	-0.745
GO:0014066 regulation of phosphatidylinositol 3-kinase signaling	0.326	0.909	1.175	-0.909	-0.909	-3.397	-2.432	-0.909	1.175	1.809	1.176
GO:0032947 protein complex scaffold	0.254	0.715	3.482	-1.781	-1.056	-1.781	-1.781	-0.624	0.715	1.039	0.453
GO:0030971 receptor tyrosine kinase binding	-0.411	1.676	0.919	-0.702	-1.905	-1.156	-1.905	-1.156	0.919	3.190	-0.228
GO:0045111 intermediate filament cytoskeleton	-0.270	2.408	2.926	-2.029	-0.782	-1.258	-2.029	-0.782	0.546	-0.270	0.814
GO:1990090 cellular response to nerve growth factor stimulus	-1.449	1.030	1.932	-0.796	-1.449	-0.796	-1.449	-0.218	3.737	-0.430	-0.218
GO:0031593 polyubiquitin binding	-1.035	0.398	1.658	-1.035	-1.035	-1.035	-1.035	0.398	4.461	-0.222	-0.491
